en_source,vn_translate,loi_du_doan
Apollonia is waiting for your proposal...,Apollonia đang chờ lời cầu hôn của cậu đấy...,C?n ti?ng Anh nghi v?n: Apollonia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Fresh catch from Riccioli!,Mẻ cá tươi vừa đánh bắt từ Riccioli!,C?n ti?ng Anh nghi v?n: Riccioli | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Bah! Bah! Go to blazes, Sergio!","Chán! Chán! Đi chết đi, Sergio!",C?n ti?ng Anh nghi v?n: Sergio | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Are you a Montelli?,Ngươi có phải Montelli không?,C?n ti?ng Anh nghi v?n: Montelli | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Perhaps that's the price of becoming a true Montelli.,Có lẽ đó chính là cái giá để trở thành một Montelli chân chính.,C?n ti?ng Anh nghi v?n: Montelli | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Oh, look, isn't it my old friend Paolo!","Ôi, nhìn này, đúng là bạn cũ Paolo của tôi!",C?n ti?ng Anh nghi v?n: Paolo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Does Vitreum Dancer come in that color? Looks quite pricey...,Vũ công Vitreum có màu này không nhỉ? Trông đắt đỏ thật đấy...,C?n ti?ng Anh nghi v?n: Vitreum | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
I bet it's part of Averardo Vault's collection.,Tôi cá là nó thuộc bộ sưu tập của Hầm Averardo.,C?n ti?ng Anh nghi v?n: Averardo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"To *Ragunnesi profanity* with pragmatism, utilitarianism, and the endless critiques of drama!","Đồ *chửi thề Ragunnesi* với chủ nghĩa thực dụng, chủ nghĩa vị lợi và những lời chỉ trích vớ vẩn về kịch nghệ!",C?n ti?ng Anh nghi v?n: Ragunnesi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Phoebe?,Phoebe à?,C?n ti?ng Anh nghi v?n: Phoebe | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"People like Alexandro are all talk and no action, bringing more problems than solutions.","Những kẻ như Alexandro chỉ biết nói suông, chẳng làm được gì, chỉ gây thêm rắc rối thôi.",C?n ti?ng Anh nghi v?n: Alexandro | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"You did well, Riccardo.","Riccardo, cậu làm tốt lắm.",C?n ti?ng Anh nghi v?n: Riccardo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Mr. Decal, edit this part out of the post!","Ông Decal, xóa phần này khỏi bài đăng đi!",C?n ti?ng Anh nghi v?n: Decal | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Acolyte Tulio, you're still alive!","Tín Đồ Tulio, cậu vẫn còn sống à!",C?n ti?ng Anh nghi v?n: Tulio | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Acolyte Tulio, what are you doing here?","Tín Đồ Tulio, cậu làm gì ở đây thế?",C?n ti?ng Anh nghi v?n: Tulio | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Acolyte Tulio, what are you doing here?","Tín Đồ Tulio, cậu làm gì ở đây thế?",C?n ti?ng Anh nghi v?n: Tulio | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Mr. Fulmine!,Ông Fulmine!,C?n ti?ng Anh nghi v?n: Fulmine | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"""Eyes of illusion reflected underwater, coveting Avinoleum above...""","""Đôi mắt ảo ảnh dưới nước, thèm khát Avinoleum phía trên...""",C?n ti?ng Anh nghi v?n: Avinoleum | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Amedeo, forget it, forget you saw those words.","Amedeo, quên đi, quên những gì cậu vừa thấy đi.",C?n ti?ng Anh nghi v?n: Amedeo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
That's not how you address me! Mr. Hector.,Cậu không được phép nói với tôi như vậy! Ông Hector!,C?n ti?ng Anh nghi v?n: Hector | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Yes, ma'am... Lady Joanne.","Vâng, thưa quý cô... Quý cô Joanne.",C?n ti?ng Anh nghi v?n: Joanne | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"I only wanted an ""elixir"" to save my beloved Lanishi.","Tôi chỉ muốn có một ""thần dược"" để cứu người tôi yêu, Lanishi.",C?n ti?ng Anh nghi v?n: Lanishi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Tell Ms. Zani I said thank you.,Nhắn với cô Zani là tôi gửi lời cảm ơn.,C?n ti?ng Anh nghi v?n: Zani | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Is it really that serious? But it looks just like any other pizza...,Nó nghiêm trọng đến thế thật à? Nhưng nhìn cũng giống pizza bình thường mà...,C?n ti?ng Anh nghi v?n: pizza | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"There, you said it yourself, Fisalia is history now.","Này, chính cậu nói đấy, Fisalia giờ chỉ còn là quá khứ thôi.",C?n ti?ng Anh nghi v?n: Fisalia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Oh, wow.","Ôi, wow.",C?n ti?ng Anh nghi v?n: wow | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
You should say these words to Levito yourself.,Cậu nên tự nói những lời này với Levito.,C?n ti?ng Anh nghi v?n: Levito | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
But I still can't fully command them... only Levito could manage that.,Nhưng tớ vẫn chưa thể điều khiển chúng hoàn toàn... chỉ có Levito mới làm được điều đó.,C?n ti?ng Anh nghi v?n: Levito | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"By the way, racing out here won't disturb the Exoswarm, will it?","À này, đua ở đây không làm phiền bọn Exoswarm chứ nhỉ?",C?n ti?ng Anh nghi v?n: Exoswarm | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"By the way, racing out here won't disturb the Exoswarm, will it?","À này, đua ở đây không làm phiền bọn Exoswarm chứ nhỉ?",C?n ti?ng Anh nghi v?n: Exoswarm | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Don't you have a Roya girl in your prep class?,Lớp dự bị của cậu không có cô gái Roya nào à?,C?n ti?ng Anh nghi v?n: Roya | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Oh, oh, it's Sigrika! Tiny, but seriously capable!","Ôi, Sigrika này! Nhỏ mà giỏi quá đi!",C?n ti?ng Anh nghi v?n: Sigrika | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Nope. But Madam President was so impressed she funded it herself! Haha.,Không phải đâu. Nhưng bà Chủ tịch đã ấn tượng đến mức tự bỏ tiền tài trợ! Haha.,C?n ti?ng Anh nghi v?n: Haha | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
I have some tools made from Exoswarm material. Would you like one?,Tớ có vài món đồ làm từ vật liệu Exoswarm. Cậu muốn lấy một cái không?,C?n ti?ng Anh nghi v?n: Exoswarm | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Hehe, I'm only kidding. But that would be an interesting research topic.","Hehe, tôi chỉ đùa thôi. Nhưng mà đề tài nghiên cứu đó cũng thú vị đấy chứ.",C?n ti?ng Anh nghi v?n: Hehe | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
They're as based as an Ironhoof!,Chúng nó cứng đầu như lũ Ironhoof ấy!,C?n ti?ng Anh nghi v?n: Ironhoof | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
They're as based as an Ironhoof!,Chúng nó cứng đầu như lũ Ironhoof ấy!,C?n ti?ng Anh nghi v?n: Ironhoof | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Sir, your words... I haven't felt this moved since I first read the Trine Myth!","Thưa ngài, lời ngài nói... tôi chưa từng cảm động như thế này kể từ lần đầu đọc Thần Thoại Trine!",C?n ti?ng Anh nghi v?n: Trine | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Lynae was here, too?",Lynae cũng ở đây à?,C?n ti?ng Anh nghi v?n: Lynae | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
We really have to thank Rakosan for pulling off such a huge project.,Thực sự phải cảm ơn Rakosan đã thực hiện được một dự án lớn như thế này.,C?n ti?ng Anh nghi v?n: Rakosan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Hmm? Now that you mention it, it isn't right, is it? Staff here are slacking off way too much.","Hmm? Nhắc mới nhớ, đúng là không ổn rồi. Nhân viên ở đây lười quá mức luôn.",C?n ti?ng Anh nghi v?n: Hmm | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
How polite of you! It was nothing. Thank you for the Honeypot jam. It's a wonderful gift.,Cậu lịch sự quá! Chẳng có gì đâu. Cảm ơn vì lọ mứt Honeypot nhé. Quà thật tuyệt vời.,C?n ti?ng Anh nghi v?n: Honeypot | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Sigh, you wouldn't understand. Dhalifa is a genius, and I can learn a lot from her.","Thở dài, cậu không hiểu đâu. Dhalifa là một thiên tài, và tôi có thể học hỏi rất nhiều từ cô ấy.",C?n ti?ng Anh nghi v?n: Dhalifa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Do you think it's too late to sign up for Startorch? I want to see him more often.,Cậu thấy giờ đăng ký Startorch có muộn quá không? Mình muốn được gặp cậu ấy thường xuyên hơn.,C?n ti?ng Anh nghi v?n: Startorch | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Thank you for coming here with me, Ossa!","Cảm ơn cậu đã đến đây cùng tớ, Ossa!",C?n ti?ng Anh nghi v?n: Ossa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Farewell. Keep an eye on Rakosan, and don't let him do anything stupid.","Tạm biệt. Hãy để mắt tới Rakosan, đừng để hắn làm điều gì ngốc nghếch.",C?n ti?ng Anh nghi v?n: Rakosan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Still don't want to go home, Dhalifa?","Vẫn chưa muốn về nhà à, Dhalifa?",C?n ti?ng Anh nghi v?n: Dhalifa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
These are all the supplies that need to be transported. I'm counting on you and the Exoswarm.,Đây là toàn bộ hàng hóa cần vận chuyển. Tôi trông cậy vào cậu và Exoswarm đấy.,C?n ti?ng Anh nghi v?n: Exoswarm | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
These are all the supplies that need to be transported. I'm counting on you and the Exoswarm.,Đây là toàn bộ hàng hóa cần vận chuyển. Tôi trông cậy vào cậu và Exoswarm đấy.,C?n ti?ng Anh nghi v?n: Exoswarm | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Keaton...,Keaton...,C?n ti?ng Anh nghi v?n: Keaton | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Keaton...,Keaton...,C?n ti?ng Anh nghi v?n: Keaton | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Look, they're here for Dhalifa again.","Nhìn kìa, bọn chúng lại đến vì Dhalifa nữa rồi.",C?n ti?ng Anh nghi v?n: Dhalifa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
And those Exoswarm... I used to run around places with them when I was little.,"Và lũ Exoswarm đó... hồi nhỏ, tớ thường chạy nhảy khắp nơi cùng chúng.",C?n ti?ng Anh nghi v?n: Exoswarm | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Look, they're here for Dhalifa again.","Nhìn kìa, bọn chúng lại đến vì Dhalifa nữa rồi.",C?n ti?ng Anh nghi v?n: Dhalifa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
And those Exoswarm... I used to run around places with them when I was little.,"Và lũ Exoswarm đó... hồi nhỏ, tớ thường chạy nhảy khắp nơi cùng chúng.",C?n ti?ng Anh nghi v?n: Exoswarm | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
