en_source,vn_translate,loi_du_doan
<color=#7fff00>Achieved</color>,<color=#7fff00>Achieved</color>,C?n ti?ng Anh nghi v?n: Achieved | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
<color=#7fff00>Achieved</color>,<color=#7fff00>Achieved</color>,C?n ti?ng Anh nghi v?n: Achieved | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
<color=#7fff00>Achieved</color>,<color=#7fff00>Achieved</color>,C?n ti?ng Anh nghi v?n: Achieved | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
<color=#ecda88>Points</color>: {q_count},<color=#ecda88>Points</color>: {q_count},C?n ti?ng Anh nghi v?n: Points | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
<color=#7fff00>Achieved</color>,<color=#7fff00>Achieved</color>,C?n ti?ng Anh nghi v?n: Achieved | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
<color=#7fff00>Achieved</color>,<color=#7fff00>Achieved</color>,C?n ti?ng Anh nghi v?n: Achieved | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
<color=#7fff00>Achieved</color>,<color=#7fff00>Achieved</color>,C?n ti?ng Anh nghi v?n: Achieved | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Avinoleum Dreamscape Nexus integrity: {q_count},Tính toàn vẹn của Mạng Lưới Giấc Mơ Avinoleum: {q_count},C?n ti?ng Anh nghi v?n: Avinoleum | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Avinoleum Dreamscape Nexus integrity: {q_count},Tính toàn vẹn của Mạng Lưới Giấc Mơ Avinoleum: {q_count},C?n ti?ng Anh nghi v?n: Avinoleum | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Anytime, anyplace, Exoswarm Detectives, are on the case!","Bất cứ lúc nào, bất cứ nơi đâu, Đội Thám Tử Exoswarm luôn sẵn sàng hành động!",C?n ti?ng Anh nghi v?n: Exoswarm | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Remaining: {0},Remaining: {0},C?n ti?ng Anh nghi v?n: Remaining | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Get <color=#9e2a2a>Sanhua</color> on Day 5!,Mở khóa <color=#9e2a2a>Sanhua</color> vào Ngày 5!,C?n ti?ng Anh nghi v?n: Sanhua | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Completed: {0}/{1},Completed: {0}/{1},C?n ti?ng Anh nghi v?n: Completed | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Defeat Corrosaurus for the first time.,Lần đầu đánh bại Corrosaurus.,C?n ti?ng Anh nghi v?n: Corrosaurus | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Complete Side Quest ""Dream of a Rusted Sword"" Part I.","Hoàn thành Nhiệm Vụ Phụ ""Giấc Mơ Kiếm Rỉ Sét"" Phần I.",C?n ti?ng Anh nghi v?n: I | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
You can exit Neon Tower challenges at any time.,Bạn có thể thoát khỏi thử thách Tháp Neon bất cứ lúc nào.,C?n ti?ng Anh nghi v?n: Neon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Level up 1 Resonator to Lv. 20,Nâng cấp 1 Cộng Hưởng Giả lên Lv. 20,C?n ti?ng Anh nghi v?n: Lv | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Level up 1 Resonator to Lv. 30,Nâng cấp 1 Cộng Hưởng Giả lên Lv. 30,C?n ti?ng Anh nghi v?n: Lv | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Level up 1 Resonator to Lv. 50,Nâng cấp 1 Cộng Hưởng Giả lên Lv. 50,C?n ti?ng Anh nghi v?n: Lv | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Level up 1 Resonator to Lv. 60,Nâng cấp 1 Cộng Hưởng Giả lên Lv. 60,C?n ti?ng Anh nghi v?n: Lv | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Reach 30% Exploration Progress in Mt. Firmament,Đạt 30% Tiến Độ Thám Hiểm tại Núi Firmament,C?n ti?ng Anh nghi v?n: Firmament | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
True mastery of Leihuangquan is hard to achieve.,Muốn thành thạo Leihuangquan đích thực không phải chuyện dễ.,C?n ti?ng Anh nghi v?n: Leihuangquan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Log in to the game.,Đăng nhập vào game.,C?n ti?ng Anh nghi v?n: game | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
UDP port connection error. Error code:,Lỗi kết nối cổng UDP. Mã lỗi:,C?n ti?ng Anh nghi v?n: UDP | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Completed: {0}/{1},Completed: {0}/{1},C?n ti?ng Anh nghi v?n: Completed | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
{0} Unlocked,{0} Unlocked,C?n ti?ng Anh nghi v?n: Unlocked | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Trial Resonator present. Cannot enter Dungeon,Đang có Cộng Hưởng Giả Thử Nghiệm. Không thể vào Dungeon,C?n ti?ng Anh nghi v?n: Dungeon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
{0} Unlocked,{0} Unlocked,C?n ti?ng Anh nghi v?n: Unlocked | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
<color=#ffffff>Souvenir Store</color>,<color=#ffffff>Souvenir Cửa hàng</color>,C?n ti?ng Anh nghi v?n: Souvenir | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
<color=#ffffff>Cooking</color>,<color=#ffffff>Cooking</color>,C?n ti?ng Anh nghi v?n: Cooking | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Accept it and bid farewell to Danjin.,Chấp nhận và từ biệt Danjin.,C?n ti?ng Anh nghi v?n: Danjin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Walk towards Jianxin.,Đi về phía Jianxin đi,C?n ti?ng Anh nghi v?n: Jianxin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Obtain 2 Metaphors of Tremor.,Nhận 2 Ẩn Dụ của Tremor.,C?n ti?ng Anh nghi v?n: Tremor | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
EXP: {0}/{1},EXP: {0}/{1},C?n ti?ng Anh nghi v?n: EXP | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Remaining: {0},Remaining: {0},C?n ti?ng Anh nghi v?n: Remaining | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
<color=#ffffff>Souvenir Store</color>,<color=#ffffff>Souvenir Cửa hàng</color>,C?n ti?ng Anh nghi v?n: Souvenir | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
<color=#ffffff>Grocery Store</color>,<color=#ffffff>Grocery Cửa hàng</color>,C?n ti?ng Anh nghi v?n: Grocery | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
<color=#ffffff>Pharmacy Store [Rosemary's Apothecary]</color>,<color=#ffffff>Pharmacy Cửa hàng [Rosemary's Apothecary]</color>,C?n ti?ng Anh nghi v?n: Pharmacy | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
