en_source,vn_translate,loi_du_doan
"When I get into Startorch Academy, I'm going to set up a motorbike dueling system!","Khi ta vào Học viện Startorch, ta sẽ lập hẳn một hệ thống đấu xe máy!",C?n ti?ng Anh nghi v?n: Startorch | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
"Of course! Word in the Academy is that ""a transfer student has become Lahai-Roi's greatest duelist...""","Tất nhiên rồi! Tin đồn trong Học viện là ""một học sinh chuyển trường đã trở thành đấu thủ vĩ đại nhất của Lahai-Roi...""",C?n ti?ng Anh nghi v?n: Lahai | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
"You're the strongest known duelist in Lahai-Roi right now, but I bet... you want to face someone stronger than yourself, too.","Hiện tại, ngươi là tay đấu sĩ mạnh nhất ở Lahai-Roi... nhưng ta cá là ngươi cũng muốn đối đầu với ai đó mạnh hơn chính mình.",C?n ti?ng Anh nghi v?n: Lahai | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
Wilhelmina gets her Terminal and quickly scans through the information she found.,Wilhelmina lấy Thiết bị đầu cuối ra và nhanh chóng quét qua những thông tin cô tìm được.,C?n ti?ng Anh nghi v?n: Wilhelmina | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
"They say the Aurora Dragon bathes in the glow of a rainbow, and it's as dazzling as an actual aurora.","Nghe nói Rồng Aurora tắm mình trong ánh hào quang cầu vồng, lộng lẫy như cực quang thật sự.",C?n ti?ng Anh nghi v?n: Aurora | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
Andrius takes around ten minutes to re-check Rowen's operational status and replaces its speech module.,Andrius mất khoảng mười phút để kiểm tra lại tình trạng hoạt động của Rowen và thay thế mô-đun giọng nói cho nó.,C?n ti?ng Anh nghi v?n: Andrius | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
"Denia was supposed to hand them out, but she's taken a few days off. Odd that Nivora's on leave, too. I wonder if they planned it...","Lẽ ra Denia sẽ phát chúng, nhưng cô ấy xin nghỉ vài ngày. Lạ thật, Nivora cũng nghỉ luôn. Không biết hai người có hẹn trước không nhỉ...",C?n ti?ng Anh nghi v?n: Denia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
"As for Sigrika, I'll leave her to you.","Còn Sigrika, ta sẽ giao cô ta cho ngươi.",C?n ti?ng Anh nghi v?n: Sigrika | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
"Look at where the student is standing. Hmm, I think I recognize this spot...","Nhìn chỗ học sinh đó đang đứng xem. Hmm, hình như ta nhận ra chỗ này...",C?n ti?ng Anh nghi v?n: Hmm | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
"Runes. This one represents the ""sun."" It's super important to us Roya.","Rune. Cái này tượng trưng cho ""mặt trời"". Nó cực kỳ quan trọng với chúng ta, người Roya.",C?n ti?ng Anh nghi v?n: Roya | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
The Drive leaves markings on our bodies. It is a blessing for the next stage of our lives.,Năng lượng Drive để lại dấu ấn trên cơ thể ta. Đó là phước lành cho giai đoạn tiếp theo của cuộc đời.,C?n ti?ng Anh nghi v?n: Drive | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
"Several students' signals have vanished within the Dark Side, and at each disappearance site, Lucilla discovered a riddle. 
Following its lead, you must re-enter the Dark Side to rescue them.","Tín hiệu của mấy học sinh đã biến mất trong Mặt Tối, và tại mỗi nơi mất tích, Lucilla lại tìm thấy một câu đố. 
Theo chỉ dẫn của nó, cậu phải quay lại Mặt Tối để giải cứu họ.",C?n ti?ng Anh nghi v?n: Lucilla | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
"When the Institute bound the Dark Side, they took great care to ensure the students' safety. Every riddle has an answer.","Khi Viện giam cầm Mặt Tối, họ đã hết sức cẩn trọng để đảm bảo an toàn cho học sinh. Mọi câu đố đều có lời giải.",C?n ti?ng Anh nghi v?n: an | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
"Still too slow, Sigrika. You spend all your time deciphering runes. When do you ever have time for us...","Vẫn chậm chạp quá, Sigrika. Cả ngày chỉ lo giải mã những ký tự cổ. Bao giờ mới có thời gian cho chúng tôi...",C?n ti?ng Anh nghi v?n: Sigrika | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
"To us Roya, the sun is an endowment. For me, the sun is also the first rune I ever learned.","Với chúng ta, người Roya, mặt trời là một món quà trời ban. Còn với ta, mặt trời cũng là ký tự đầu tiên ta từng học.",C?n ti?ng Anh nghi v?n: Roya | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
This Tacet Discord is just like the one we saw before!,Tacet Discord này y hệt con mà chúng ta đã gặp trước đó!,C?n ti?ng Anh nghi v?n: Discord | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
Yes. Back when we were in Honami. We'd cut through the roads and dash across the city.,Đúng vậy. Hồi còn ở Honami. Chúng ta cứ rẽ qua những con đường và phóng vút qua thành phố.,C?n ti?ng Anh nghi v?n: Honami | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
"Mornye, we need a safe zone. Now.","Mornye, chúng ta cần một khu vực an toàn. Ngay lập tức.",C?n ti?ng Anh nghi v?n: Mornye | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
"What's wrong, Isla? Please, let me help.","Isla, con sao thế? Để ta giúp con.",C?n ti?ng Anh nghi v?n: Isla | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
"Did you ever listen to me? I'm so disappointed in you, Sigrika.","Ngươi có bao giờ nghe ta nói gì đâu? Ta thất vọng về ngươi lắm, Sigrika.",C?n ti?ng Anh nghi v?n: Sigrika | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
"No matter what happens, you, me, {PlayerName}, Dr. Luuk... we won't let the Dark Side ruin the Academy.","Dù có chuyện gì xảy ra, cậu, ta, {PlayerName}, Tiến sĩ Luuk... chúng ta sẽ không để phe Hắc Ám hủy hoại Học viện.",C?n ti?ng Anh nghi v?n: Luuk | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
"We're all lonely in that endless darkness, just like Startorch Academy now. Tell me, Professor, does our so-called ""exploration"" here even matter?","Chúng ta đều cô đơn trong bóng tối vô tận ấy, giống như Học viện Startorch bây giờ. Nói xem, Giáo sư, liệu cuộc ""thám hiểm"" này của chúng ta có ý nghĩa gì không?",C?n ti?ng Anh nghi v?n: Startorch | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
"Hm. Now, I've <ano=WavesLine>texted</ano> you the basic info on that victim... And take this.",Hm. Giờ ta đã gửi <ano=WavesLine>tin nhắn</ano> cho cậu thông tin cơ bản về nạn nhân đó rồi... Còn cái này nữa.,C?n ti?ng Anh nghi v?n: Hm | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
"In the remake, Lucilla refuses the position of President, convinced that she's not talented and experienced enough for the role.","Trong bản làm lại, Lucilla từ chối vị trí Chủ tịch, vì cô tin rằng mình không đủ tài năng và kinh nghiệm để đảm nhận vai trò đó.",C?n ti?ng Anh nghi v?n: Lucilla | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
Professor Sevi... Maybe? People say he treats students like his own kids. We just saw him earlier.,Giáo sư Sevi... có lẽ là thầy ấy? Người ta bảo thầy coi học trò như con đẻ. Chúng ta vừa gặp thầy lúc nãy mà.,C?n ti?ng Anh nghi v?n: Sevi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
"She's been helping us out with the investigation lately. Like you, she's trying to track down any sign of Aemeath.","Gần đây cô ấy đang hỗ trợ chúng ta điều tra đấy. Giống như cậu, cô ấy cũng đang truy tìm tung tích của Aemeath.",C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 5.0
