en_source,vn_translate,loi_du_doan
Unlock 2 KU-Roro's Weapons.,Mở khóa 2 Vũ Khí của KU-Roro,C?n ti?ng Anh nghi v?n: KU | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Unlock all KU-Roro's Weapons.,Mở khóa tất cả Vũ khí của KU-Roro.,C?n ti?ng Anh nghi v?n: KU | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Sim Credits obtained from each wave are increased by <color=#fde7a1ff>20%</color>.,Sim Credit nhận được từ mỗi đợt tăng <color=#fde7a1ff>20%</color>.,C?n ti?ng Anh nghi v?n: Sim | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Sim Credits obtained from each wave are increased by <color=#fde7a1ff>20%</color>.,Sim Credit nhận được từ mỗi đợt tăng <color=#fde7a1ff>20%</color>.,C?n ti?ng Anh nghi v?n: Sim | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Sim Credits obtained from each wave are increased by <color=#fde7a1ff>20%</color>.,Sim Credit nhận được từ mỗi đợt tăng <color=#fde7a1ff>20%</color>.,C?n ti?ng Anh nghi v?n: Sim | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
The max level of KU-Roro's Weapons is increased by <color=#fde7a1ff>1</color>.,Cấp độ tối đa của Vũ Khí KU-Roro tăng thêm <color=#fde7a1ff>1</color>.,C?n ti?ng Anh nghi v?n: KU | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"The first <te href=851008><color=#c79f49>Integration</color></te> of the day requires <SapTag=0>{0}</SapTag> fewer {Cus:Sap,S=Echo P=Echoes SapTag=0}.","<te href=851008><color=#c79f49>Integration</color></te> đầu tiên trong ngày cần ít hơn <SapTag=0>{0}</SapTag> {Cus:Sap,S=Echo P=Echo}.",C?n ti?ng Anh nghi v?n: Integration | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Defeat Corrosaurus in the dream.,Đánh bại Corrosaurus trong giấc mơ.,C?n ti?ng Anh nghi v?n: Corrosaurus | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Defeat Arsinosa in the dream.,Đánh bại Arsinosa trong giấc mơ,C?n ti?ng Anh nghi v?n: Arsinosa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"The more data is collected from the drills, the more accurate the Waveworn Phenomena simulations become.","Càng thu thập nhiều dữ liệu từ các buổi diễn tập, mô phỏng Hiện Tượng Waveworn sẽ càng chính xác.",C?n ti?ng Anh nghi v?n: Waveworn | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
