en_source,vn_translate,loi_du_doan
"I am Changli, your ""Wayfinder.""","Ta là Changli, ""Người dẫn đường"" của ngươi.",C?n ti?ng Anh nghi v?n: Changli | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Jinhsi has stayed on Mt. Firmament for too long.,Jinhsi đã ở trên Núi Thiên Cung quá lâu rồi.,C?n ti?ng Anh nghi v?n: Jinhsi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Sanhua said she might be in danger.,Sanhua nói rằng cô có thể gặp nguy hiểm.,C?n ti?ng Anh nghi v?n: Sanhua | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Government must be guided by virtue. Hsi, do you keep this in mind?","Chính quyền phải được dẫn dắt bằng đức hạnh. Hsi, con có nhớ điều này không?",C?n ti?ng Anh nghi v?n: Hsi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Why didn't you tell Jinhsi about it earlier?,Sao cậu không nói với Jinhsi sớm hơn?,C?n ti?ng Anh nghi v?n: Jinhsi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"{Male=Lord;Female=Lady} Arbiter, have you heard of the Black Shores?","{Male=Ngài;Female=Nữ Ngài} Arbiter, ngài đã nghe về Bờ Biển Đen chưa?",C?n ti?ng Anh nghi v?n: Arbiter | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"One suggests heading back to Hongzhen to reunite with your companions, {Male=Lord;Female=Lady} Arbiter.","Có người đề nghị quay về Hồng Chân để đoàn tụ với các Cộng Hưởng Giả khác, {Male=Ngài;Female=Nữ} Arbiter à.",C?n ti?ng Anh nghi v?n: Arbiter | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
You never heard of Mt. Firmament? Then I'm sure you're not from around here.,Cậu chưa từng nghe đến Núi Firmament à? Vậy chắc cậu không phải dân ở đây rồi.,C?n ti?ng Anh nghi v?n: Firmament | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"...As expected, my Terminal isn't working. We can't reach Jinhsi.","...Đúng như dự đoán, Thiết bị đầu cuối của tôi không hoạt động. Chúng ta không liên lạc được với Jinhsi.",C?n ti?ng Anh nghi v?n: Jinhsi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
You leave the Truthseeker's Pass with Jinhsi on the Carrier Lift.,Cậu rời Đèo Tìm Kiếm Sự Thật cùng Jinhsi trên Thang Máy Vận Chuyển.,C?n ti?ng Anh nghi v?n: Jinhsi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
