en_source,vn_translate,loi_du_doan
Our cute Hoohoo seems happy as usual! Totally different from those contaminated Hoochiefs!,Chú chim Hoohoo đáng yêu của chúng ta trông vẫn vui vẻ như mọi khi! Hoàn toàn khác với mấy con Hoochief bị nhiễm độc!,C?n ti?ng Anh nghi v?n: Hoohoo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.143 | M?c ??: 4.43
"Relax, Rover. He’s not gonna hurt you. Hoohoo's not like those contaminated Hoochief Tacet Discords. He’s a good guide for us.","Thư giãn đi, Rover. Hắn không làm hại ngươi đâu. Hoohoo không giống mấy thằng Tacet Discord Hoochief bị nhiễm đâu. Hắn là người dẫn đường tốt cho chúng ta mà.",C?n ti?ng Anh nghi v?n: Hoochief | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.143 | M?c ??: 4.43
"Don't worry, Hoohoo! I'm fine, but the signal's coming from a much deeper part of this area. Senmin's being seriously reckless!","Đừng lo, Hoohoo! Tớ không sao đâu, nhưng tín hiệu lại phát ra từ sâu hơn trong khu vực này. Senmin đúng là liều lĩnh quá!",C?n ti?ng Anh nghi v?n: Hoohoo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.143 | M?c ??: 4.43
"Chengwen told me in my dream that this kind of plate is made of a special mineral, and that words inscibed on it won't be worn away after years.","Trong giấc mơ, Chengwen bảo ta rằng loại đĩa này làm từ một loại khoáng chất đặc biệt, những chữ khắc trên đó sẽ không bao giờ phai mờ theo thời gian.",C?n ti?ng Anh nghi v?n: Chengwen | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.143 | M?c ??: 4.43
"Defeating ""The Savages"" causes a commotion that awakens three Spearbacks in the cave. To protect you, Lingyang steps in to take on them.","Đánh bại ""Băng Đảng Hoang Dã"" gây náo loạn, đánh thức ba Spearback trong hang. Để bảo vệ cậu, Lingyang đứng ra đương đầu với chúng.",C?n ti?ng Anh nghi v?n: Lingyang | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.143 | M?c ??: 4.43
"So far, I've had no luck meeting any of their higher-ups. Just playing assistant for Lirong to gain their trust.","Tính đến giờ, ta vẫn chưa gặp được ai cấp cao của bọn họ. Chỉ có thể đóng vai phụ tá cho Lirong để lấy lòng tin thôi.",C?n ti?ng Anh nghi v?n: Lirong | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.143 | M?c ??: 4.43
"Don't worry, Yuanyuan. I'm taking you to Daddy in just a moment. But before we do, promise me you'll be a good girl, okay?","Đừng lo, Yuanyuan. Chút nữa mẹ sẽ đưa con đến gặp bố ngay. Nhưng trước đó, con hứa với mẹ là con ngoan nhé?",C?n ti?ng Anh nghi v?n: Yuanyuan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.143 | M?c ??: 4.43
"Don't worry, Yuanyuan. I'm taking you to Daddy in just a moment. But before we do, promise me you'll be a good girl, okay?","Đừng lo, Yuanyuan. Chút nữa mẹ sẽ đưa con đến gặp bố ngay. Nhưng trước đó, con hứa với mẹ là con ngoan nhé?",C?n ti?ng Anh nghi v?n: Yuanyuan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.143 | M?c ??: 4.43
"No need to tip-toe around me, I know I'm a puppet. I'm just happy to see Jinlu again.","Không cần phải nói vòng vo với ta đâu, ta biết mình chỉ là con rối. Ta chỉ vui vì được gặp lại Jinlu thôi.",C?n ti?ng Anh nghi v?n: Jinlu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.143 | M?c ??: 4.43
It's fine. Abbowser couldn't care less what we do after work... Let's say it doesn't even seem to care what we do during work.,Không sao. Abbowser chẳng thèm quan tâm chúng ta làm gì sau giờ làm... Thậm chí có vẻ còn chẳng để ý chúng ta làm gì trong giờ làm luôn.,C?n ti?ng Anh nghi v?n: Abbowser | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.143 | M?c ??: 4.43
