en_source,vn_translate,loi_du_doan
...That's the whole story. Whether you want to tell Harriet or not is up to you.,...Chuyện là thế đấy. Nói với Harriet hay không là tùy cậu.,C?n ti?ng Anh nghi v?n: Harriet | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Great, the only things hitting my phone this week are just spam texts and the Academy's drink bot.","Tuyệt, tuần này điện thoại của mình chỉ toàn tin nhắn rác và bot mời uống nước của Học viện thôi.",C?n ti?ng Anh nghi v?n: bot | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Looks good... You two should just stand next to Dhalifa.,Đẹp thật... Hai đứa đứng cạnh Dhalifa là vừa khít.,C?n ti?ng Anh nghi v?n: Dhalifa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Great, the only things hitting my phone this week are just spam texts and the Academy's drink bot.","Tuyệt, tuần này điện thoại của mình chỉ toàn tin nhắn rác và bot mời uống nước của Học viện thôi.",C?n ti?ng Anh nghi v?n: bot | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Yeah, they're so bright. Thanks to Professor Mornye and the others, we can now see such a beautiful night sky.","Ừ, trời sáng quá. Nhờ Giáo sư Mornye và mọi người, giờ chúng ta mới được ngắm bầu trời đêm đẹp thế này.",C?n ti?ng Anh nghi v?n: Mornye | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Haha. Would you help me capture this moment under the stars? I'd love to keep it forever.,Haha. Cậu giúp tớ lưu giữ khoảnh khắc dưới bầu trời sao này nhé? Tớ muốn giữ nó mãi mãi.,C?n ti?ng Anh nghi v?n: Haha | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
A recorder and a Cassette?,Máy ghi âm và băng cassette?,C?n ti?ng Anh nghi v?n: cassette | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"You don't have the courage to try the new dish. Felicia understands your apprehension, though she's a little disappointed.","Cậu không dám thử món mới à. Felicia hiểu sự e dè của cậu, dù cô ấy hơi thất vọng một chút.",C?n ti?ng Anh nghi v?n: Felicia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"How about it, {PlayerName}? Were those fan clubs worth checking out?","Thế nào, {PlayerName}? Những hội fan đó có đáng để xem không?",C?n ti?ng Anh nghi v?n: fan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Who's Olof again?,"Olof là ai nhỉ, lại quên rồi?",C?n ti?ng Anh nghi v?n: Olof | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"But he might talk to you. You're the one who beat Chessa. In his eyes, you basically avenged him.","Nhưng có thể cậu ấy sẽ nói chuyện với cậu. Cậu đã đánh bại Chessa mà. Trong mắt cậu ấy, cậu đã trả thù giùm rồi.",C?n ti?ng Anh nghi v?n: Chessa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Fine. I mean, you are the one who defeated Miss Chessa. Maybe our duel will be different than how I'm imagining it...","Được thôi. Ý tôi là, cậu đã đánh bại cô Chessa rồi. Có lẽ cuộc đấu của chúng ta sẽ khác với những gì tôi tưởng tượng...",C?n ti?ng Anh nghi v?n: Chessa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
(Good. Now that's sorted. I can go check out the other fan clubs.),"(""Tốt rồi. Vậy là xong. Giờ mình có thể đi thăm các câu lạc bộ fan khác."")",C?n ti?ng Anh nghi v?n: fan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
