en_source,vn_translate,loi_du_doan
Did we do it? Let's go double-check with our Soliskin friend over there.,Chúng ta làm được rồi chứ? Đi kiểm tra lại với người bạn Soliskin kia nào.,C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Huh? Besides the treasure, there's a... notebook? No, wait, it's a Reverberation made of frequency.","Hả? Ngoài kho báu ra còn có... một cuốn sổ? Không, khoan, đây là một Reverberation làm từ tần số.",C?n ti?ng Anh nghi v?n: Reverberation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Hahaha...! Of course, I'm the smartest creature in the whole world!","Hahaha...! Tất nhiên rồi, ta là sinh vật thông minh nhất trên đời này!",C?n ti?ng Anh nghi v?n: Hahaha | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
It reads like an ancient Royan lullaby. Perhaps the object mentioned in the riddle might be found deep beneath the ground.,Nghe như một bài hát ru cổ xưa của Royan. Có lẽ vật được nhắc đến trong câu đố nằm sâu dưới lòng đất.,C?n ti?ng Anh nghi v?n: Royan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"It saw three adorable, fluffy critters in its dream. It forgot what they looked like, but they definitely weren't Soliskin.","Nó mơ thấy ba con thú nhỏ đáng yêu, lông xù trong giấc mơ. Nó quên mất chúng trông thế nào, nhưng chắc chắn không phải Soliskin.",C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"""Other Soliskin are poking around over there. You might find some more clues if you head that way.""","""Mấy Cộng Hưởng Giả Soliskin khác đang lục lọi đằng kia. Cậu có thể tìm thêm manh mối nếu đi theo hướng đó.""",C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
It seems you've successfully cracked the riddle. Time to share the good news with the waiting Soliskin.,Có vẻ cậu đã giải được câu đố thành công. Đến lúc báo tin vui cho mấy đứa Soliskin đang chờ rồi.,C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"There, there, Fenrir. You did so well. As for the rest... this traveler here will look after you from now on.","Thế này, thế này nào Fenrir. Con làm tốt lắm. Còn lại... từ giờ, người du hành này sẽ chăm sóc con nhé.",C?n ti?ng Anh nghi v?n: Fenrir | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"This Soliskin says it found a seed and buried inside the cave, and wants to know how it's doing!","Con Soliskin này bảo tìm thấy một hạt giống và chôn trong hang, giờ muốn biết nó thế nào rồi!",C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"The Soliskin says it wants to help take care of the tree, just like that bird did!","Người Soliskin nói nó muốn giúp chăm sóc cái cây, giống như con chim kia đã làm!",C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Meanwhile, Mija won't stop pleading.","Trong khi đó, Mija vẫn không ngừng van nài.",C?n ti?ng Anh nghi v?n: Mija | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
...{PlayerName}? I used my Shiratori to leave this message.,...{PlayerName} à? Ta dùng Shiratori để gửi tin nhắn này cho ngươi.,C?n ti?ng Anh nghi v?n: Shiratori | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"I know you will not remain idle. If you choose to come, follow the coordinates left by my Shiratori.","Ta biết ngươi sẽ không ngồi yên. Nếu ngươi quyết định đến, hãy theo tọa độ mà Shiratori của ta để lại.",C?n ti?ng Anh nghi v?n: Shiratori | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"(Jiuyue points his Terminal towards the ""phantom"", committing full concentration as he reads out the results.)","Jiuyue hướng Thiết bị đầu cuối về phía ""ảo ảnh"", tập trung cao độ khi đọc kết quả.",C?n ti?ng Anh nghi v?n: Jiuyue | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Yet... If my memory serves me correctly, it was Qisheng who had made the discovery. And you are...?","Dù vậy... nếu trí nhớ ta không nhầm, người phát hiện ra điều này là Qisheng. Còn ngươi... là ai?",C?n ti?ng Anh nghi v?n: Qisheng | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Weather here in the Whining Aix's Mire isn't the kindest. The area is covered with fog most of the year, plus the frequent thunderstorms.","Thời tiết ở Bãi Lầy Whining Aix này chẳng dễ chịu chút nào. Khu vực này quanh năm sương mù dày đặc, lại thêm những cơn giông bão thường xuyên.",C?n ti?ng Anh nghi v?n: Whining | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"But before you decide to venture further, you should go talk to Jiuyue. He's a researcher the Academy sent here to investigate all the recent happenings. He'd know more about the stuff than we do.","Nhưng trước khi quyết định tiến sâu hơn, cậu nên nói chuyện với Jiuyue đã. Ông ấy là nhà nghiên cứu mà Học Viện cử đến đây điều tra mọi chuyện gần đây. Ông ấy biết rõ hơn chúng ta nhiều.",C?n ti?ng Anh nghi v?n: Jiuyue | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"A non-Resonator like Jiuyue off on his own is one thing. With the outpost short on manpower, there's no guarantee that those Exiles won't come at us again...","Jiuyue không phải Cộng Hưởng Giả mà lại đi một mình là chuyện này, nhưng với tình trạng thiếu nhân lực ở tiền đồn, không ai dám chắc bọn Lưu Đày sẽ không quay lại tấn công chúng ta...",C?n ti?ng Anh nghi v?n: Jiuyue | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"A research facility for the fog... Hmm... That explains why the facility is equipped for observation, with environmental simulators and a central control panel in the center.","Một cơ sở nghiên cứu về sương mù... Hmm... Thảo nào cơ sở này được trang bị để quan sát, với hệ thống mô phỏng môi trường và bảng điều khiển trung tâm ở giữa.",C?n ti?ng Anh nghi v?n: Hmm | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Hehe. I was just doing my job... After all, you are my partner in this investigation.","Hehe. Mình chỉ làm nhiệm vụ thôi mà... Dù sao, cậu cũng là cộng sự của mình trong vụ điều tra này mà.",C?n ti?ng Anh nghi v?n: Hehe | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
Hahaha. Yes! The spirit of science compels me!,Hahaha. Đúng rồi! Tinh thần khoa học thôi thúc ta!,C?n ti?ng Anh nghi v?n: Hahaha | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"There is yet to be a comprehensive definition of a “Tacet Discord,” is there not? There may even be countless more entities in the world that are beyond our imagination than meets the eye.","Vẫn chưa có một định nghĩa toàn diện về ""Tacet Discord"" phải không? Thậm chí trên thế giới này còn có vô số thực thể vượt ngoài trí tưởng tượng của chúng ta mà ta chưa hề biết tới.",C?n ti?ng Anh nghi v?n: Discord | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Haha! Plus, I’m sure you’d agree with me that it’s something which can't be helped! No human can trully relinquish the influences of experience and emotions, not even researchers!","Haha! Hơn nữa, chắc chắn cậu cũng đồng ý với ta rằng đây là điều không thể tránh khỏi! Không ai có thể thực sự thoát khỏi ảnh hưởng của kinh nghiệm và cảm xúc, kể cả các nhà nghiên cứu!",C?n ti?ng Anh nghi v?n: Haha | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
Hahaha. Yes! The spirit of science compels me!,Hahaha. Đúng rồi! Tinh thần khoa học thôi thúc ta!,C?n ti?ng Anh nghi v?n: Hahaha | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"There is yet to be a comprehensive definition of a “Tacet Discord,” is there not? There may even be countless more entities in the world that are beyond our imagination than meets the eye.","Vẫn chưa có một định nghĩa toàn diện về ""Tacet Discord"" phải không? Thậm chí trên thế giới này còn có vô số thực thể vượt ngoài trí tưởng tượng của chúng ta mà ta chưa hề biết tới.",C?n ti?ng Anh nghi v?n: Discord | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Haha! Plus, I’m sure you’d agree with me that it’s something which can't be helped! No human can trully relinquish the influences of experience and emotions, not even researchers!","Haha! Hơn nữa, chắc chắn cậu cũng đồng ý với ta rằng đây là điều không thể tránh khỏi! Không ai có thể thực sự thoát khỏi ảnh hưởng của kinh nghiệm và cảm xúc, kể cả các nhà nghiên cứu!",C?n ti?ng Anh nghi v?n: Haha | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
Recall that researcher “12” mentioned in his log that the Mourning Aix's vital signs grew weak each time it left the fog.,"Hãy nhớ lại ghi chép của nhà nghiên cứu “12” – mỗi lần Mourning Aix rời khỏi màn sương, dấu hiệu sinh tồn của nó đều yếu đi.",C?n ti?ng Anh nghi v?n: Mourning | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
<color=Highlight>Jiuyue:</color> Change of plans... We’re doing it now. Time for them to say goodbye.,<color=Highlight>Jiuyue:</color> Thay đổi kế hoạch... Ta làm ngay bây giờ. Đến lúc để chúng nó nói lời từ biệt.,C?n ti?ng Anh nghi v?n: Jiuyue | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Naturally, the Aix will have to endure a period of pain before achieving it, and saying goodbye is the first step to a fresh new beginning.","Dĩ nhiên, Aix sẽ phải trải qua một khoảng thời gian đau đớn trước khi đạt được điều đó, và nói lời tạm biệt chính là bước đầu tiên để bắt đầu một khởi đầu mới.",C?n ti?ng Anh nghi v?n: Aix | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Jiuyue also made observations and frequency recordings of the ""Bird Egg"" left in the field.","Jiuyue còn quan sát và ghi lại tần số của ""Trứng Chim"" bị bỏ lại trên chiến trường.",C?n ti?ng Anh nghi v?n: Jiuyue | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"The business today is ""Lollo Grocery Shopping"". Let me brief you on the background first.","Công việc hôm nay là ""Lollo đi mua sắm"". Để tôi giới thiệu sơ qua bối cảnh trước đã.",C?n ti?ng Anh nghi v?n: Lollo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"The navigation system shows that Guanxian is in Dim Forest. I was about to go and find him, that's why I changed into this outfit.",Hệ thống định vị cho thấy Guanxian đang ở Rừng Mù. Ta định đi tìm cậu ấy nên mới thay bộ đồ này.,C?n ti?ng Anh nghi v?n: Guanxian | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Got it! Wangcai is hiding in the braces behind the light box, but his primordial pouch is too fat. He's stuck.","Hiểu rồi! Wangcai đang trốn trong khe sau hộp đèn, nhưng cái túi nguyên thủy của nó phệ quá, kẹt mất tiêu rồi.",C?n ti?ng Anh nghi v?n: Wangcai | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Some even said, ""Scold me or hit me if you like, but please don't call 'Lollo Hitman'... Not that Rover, please!""","Có người còn nói: ""Muốn mắng hay đánh tôi cũng được, nhưng đừng gọi là 'Lollo Sát Thủ'... Xin đừng nhầm với Rover đấy!""",C?n ti?ng Anh nghi v?n: Lollo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"With you here, I think the Exiles will stay put for a while. We can remove ""Lollo Hitman"" from the app store for the time being.","Có cậu ở đây, bọn Lưu Đày sẽ phải đứng im một thời gian. Tạm thời chúng ta có thể gỡ ""Lollo Sát Thủ"" khỏi cửa hàng ứng dụng rồi.",C?n ti?ng Anh nghi v?n: Lollo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"I didn't get to enjoy it much. I've been swamped with tasks lately, and I had to help Miss Xiao at her fan drawing stall.","Ta cũng chẳng được thưởng thức mấy. Dạo này bận túi bụi với đống việc, lại còn phải giúp cô Xiao ở gian hàng vẽ tranh người hâm mộ nữa.",C?n ti?ng Anh nghi v?n: Xiao | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"My favorite stall? You've probably been there already. Hmm, but if I have to choose one... Shall I just show you in person?","Gian hàng yêu thích của tôi à? Chắc cậu cũng đã ghé qua rồi. Hmm, nhưng nếu phải chọn một... Hay để tôi dẫn cậu đi trực tiếp nhé?",C?n ti?ng Anh nghi v?n: Hmm | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Wait a second. It's you, isn't it...? The one who sucked in a Tacet Discord with your bare hands... {PlayerName}?!",Đợi đã. Chính cậu... phải không? Người đã hút một con Tacet Discord bằng tay không... {PlayerName}?!,C?n ti?ng Anh nghi v?n: Discord | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
Hmm... it's almost time to set up the centrifuge. I need to make my way back and check on the samples.,Hmm... sắp đến giờ cài đặt máy ly tâm rồi. Phải quay về kiểm tra mẫu thôi.,C?n ti?ng Anh nghi v?n: Hmm | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
