en_source,vn_translate,loi_du_doan
"<color=Highlight>As long as you and your companions aren't knocked out at the same time, I will save you no matter how many times you fall. Dorothy always stays true to her word!</color>","<color=Highlight>As long as you and your companions aren't knocked out at the same time, I will save you no matter how many times you fall. Dorothy always stays true to her word!</color>",C?n ti?ng Anh nghi v?n: always; and; aren't; as; As; at; companions; Dorothy; fall; her; how; I; knocked; many; matter; out; same; save; stays; time; times; to; true; will; word; you; your | S? t?/c?m nghi v?n: 29 | T? l? nghi v?n: 0.906 | M?c ??: 113.06
"R-right, could you have a round of Peaks of Prestige with me? I seem to get less nervous when dueling.","R-right, could you have a round of Peaks of Prestige with me? I seem to get less nervous when dueling.:::Ừm, cậu có thể chơi một ván Peaks of Prestige với tớ không? Tớ thấy khi đấu thì không còn hồi hộp nữa.",C?n ti?ng Anh nghi v?n: a; could; dueling; get; have; I; less; nervous; of; Peaks; Prestige; R; right; round; seem; to; when; with; you | S? t?/c?m nghi v?n: 23 | T? l? nghi v?n: 0.92 | M?c ??: 92.2
R-really?! Umm… I think I can get a feel of the cafe's location from you. Guess I'll go check it out.,R-really?! Umm… I think I can get a feel of the cafe's location from you. Guess I'll go check it out.:::Thật à?! Ừm… tớ nghĩ tớ có thể hình dung ra vị trí quán cà phê từ lời cậu rồi. Chắc tớ sẽ đi xem thử.,C?n ti?ng Anh nghi v?n: a; cafe's; check; feel; from; get; go; Guess; I; I'll; it; location; of; out; R; really; think; Umm; you | S? t?/c?m nghi v?n: 20 | T? l? nghi v?n: 0.8 | M?c ??: 79.0
<color=RedD>You are about to make your final deduction. The direction of the story will diverge significantly depending on your conclusion.</color>,<color=RedD>Bạn are about to make your final deduction. The direction of the story will diverge significantly depending on your conclusion.</color>,C?n ti?ng Anh nghi v?n: about; are; conclusion; deduction; depending; direction; diverge; final; make; of; on; significantly; story; to; will; your | S? t?/c?m nghi v?n: 17 | T? l? nghi v?n: 0.895 | M?c ??: 73.95
"<color=YellowD>The droplets exhibit unique quantum properties. Used as a medium, they could help us reach places no one on Solaris has ever set foot</color>.","<color=YellowD>The droplets exhibit unique quantum properties. Used as a medium, they could help us reach places no one on Solaris has ever set foot</color>",C?n ti?ng Anh nghi v?n: a; as; could; droplets; ever; exhibit; foot; has; help; medium; on; one; places; properties; quantum; reach; set; they; unique; us; Used | S? t?/c?m nghi v?n: 21 | T? l? nghi v?n: 0.875 | M?c ??: 72.75
"<color=RedD>The submerged slumberer stirs, ready to rise.
O ghosts, offer your creations. Only one shall survive after the curtain falls.</color>","<color=RedD>The submerged slumberer stirs, ready to rise.
O ghosts, offer your creations. Only one shall survive after the curtain falls.</color>",C?n ti?ng Anh nghi v?n: after; creations; curtain; falls; ghosts; O; offer; one; Only; ready; rise; shall; slumberer; stirs; submerged; survive; to; your | S? t?/c?m nghi v?n: 18 | T? l? nghi v?n: 0.9 | M?c ??: 67.0
"For those looking to spice things up, there'll be a <color=yellow>selection of Stress Modules available to ramp up the difficulty and throw you in the most extreme scenarios imaginable</color>.","Với những ai muốn thêm gia vị cho cuộc chơi, sẽ có <color=yellow>selection of Stress Modules available to ramp up the difficulty and throw you in the most extreme scenarios imaginable</color>.",C?n ti?ng Anh nghi v?n: and; available; difficulty; extreme; imaginable; in; Modules; most; of; ramp; scenarios; selection; Stress; throw; to; up; you | S? t?/c?m nghi v?n: 17 | T? l? nghi v?n: 0.773 | M?c ??: 66.73
"For those looking to spice things up, there'll be a <color=yellow>selection of Stress Modules available to ramp up the difficulty and throw you in the most extreme scenarios imaginable</color>.","Với những ai muốn thêm gia vị cho cuộc chơi, sẽ có <color=yellow>selection of Stress Modules available to ramp up the difficulty and throw you in the most extreme scenarios imaginable</color>.",C?n ti?ng Anh nghi v?n: and; available; difficulty; extreme; imaginable; in; Modules; most; of; ramp; scenarios; selection; Stress; throw; to; up; you | S? t?/c?m nghi v?n: 17 | T? l? nghi v?n: 0.773 | M?c ??: 66.73
"R-really? I do remember that I was a bit overenthusiastic, but I wasn't that annoying, right?","R-really? I do remember that I was a bit overenthusiastic, but I wasn't that annoying, right?:::Thật à? Tớ có hơi hăng quá chút thôi, chứ không đến nỗi phiền đấy chứ?",C?n ti?ng Anh nghi v?n: a; annoying; bit; but; I; overenthusiastic; R; really; remember; right; that; was; wasn't | S? t?/c?m nghi v?n: 16 | T? l? nghi v?n: 0.941 | M?c ??: 66.41
"R-really? I thought that line was rather cool. I've been saving it, haha.","R-really? I thought that line was rather cool. I've been saving it, haha.:::Thật à? Tớ thấy câu đó ngầu lắm cơ. Tớ giữ nó từ lâu rồi, haha.",C?n ti?ng Anh nghi v?n: been; cool; haha; I; I've; it; line; R; rather; really; saving; that; thought; was | S? t?/c?m nghi v?n: 15 | T? l? nghi v?n: 1.0 | M?c ??: 62.0
