en_source,vn_translate,loi_du_doan
"I'm fine now, Mornye. Sorry to worry you. You must need to get back to the Spacetrek Collective, right?","Tớ ổn rồi, Mornye. Xin lỗi đã làm cậu lo. Chắc cậu cần quay về Spacetrek Collective rồi phải không?",C?n ti?ng Anh nghi v?n: Collective; Mornye; Spacetrek | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.5 | M?c ??: 14.0
Outcast groups sighted near the northern section of the Orbit Valley Pass. Highway security has been compromised. Please take an alternative route.,Phát hiện nhóm Kẻ bị ruồng bỏ gần đoạn phía bắc đèo Orbit Valley. An ninh đường cao tốc đã bị xâm phạm. Xin hãy chọn tuyến đường khác.,C?n ti?ng Anh nghi v?n: An; Orbit; Valley | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.5 | M?c ??: 14.0
"(Many students travel near the northern section of the Orbit Valley Pass. If they run into Outcasts there, it could be dangerous.)","Nhiều học viên đi qua khu vực phía bắc của Đèo Orbit Valley. Nếu gặp phải bọn Outcasts ở đó, có thể sẽ rất nguy hiểm.",C?n ti?ng Anh nghi v?n: Orbit; Outcasts; Valley | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.5 | M?c ??: 14.0
"I'm at the Solis Lens Array in the central area right now. If you've got time, drop by and I'll help you with the submission!","Hiện tôi đang ở Solis Lens Array khu trung tâm. Nếu cậu rảnh, ghé qua nhé, tôi sẽ giúp cậu nộp đơn!",C?n ti?ng Anh nghi v?n: Array; Lens; Solis | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.5 | M?c ??: 14.0
"Back then, I used to listen to this album while sorting through submissions for the very first Light Chaser Collection with everyone.","Hồi đó, tôi thường nghe album này trong lúc cùng mọi người sàng lọc các tác phẩm cho bộ sưu tập Light Chaser đầu tiên.",C?n ti?ng Anh nghi v?n: album; Chaser; Light | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.5 | M?c ??: 14.0
"As for Harriet, you've met her too. She's very dependent on Sanna, and Sanna is good to her, but... I think they want different things.","Còn Harriet, ngươi cũng đã gặp cô ấy rồi. Cô ấy rất phụ thuộc vào Sanna, và Sanna cũng đối xử tốt với cô ấy, nhưng... ta nghĩ họ muốn những điều khác nhau.",C?n ti?ng Anh nghi v?n: Harriet; Sanna | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 14.0
"Soliskin produce Soliseeds from their Essehalos, and treat them as their own offspring.",Soliskin tạo ra Soliseeds từ Essehalos của chúng và coi chúng như con đẻ.,C?n ti?ng Anh nghi v?n: Essehalos; Soliseeds; Soliskin | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.5 | M?c ??: 14.0
"A Soliseed of Essehalo is the seed of a newborn Soliskin, making you their {Male=father;Female=mother}, in a sense.","Hạt Soliseed của Essehalo là hạt giống của một Soliskin mới sinh, có thể coi như anh là {Male=bố;Female=mẹ} của chúng vậy.",C?n ti?ng Anh nghi v?n: Essehalo; Soliseed; Soliskin | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.5 | M?c ??: 14.0
"When the Spacetrek Collective arrived on Lahai-Roi, they found these ""treasures"" left behind by the Royans.","Khi Spacetrek Collective đến Lahai-Roi, họ phát hiện những ""báu vật"" mà người Royan đã bỏ lại.",C?n ti?ng Anh nghi v?n: Collective; Lahai; Spacetrek | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.5 | M?c ??: 14.0
I see! Roya from the tribe tell me that Zip Zaps can store massive amounts of energy in their bodies.,Ta hiểu rồi! Roya trong bộ tộc bảo Zip Zaps có thể trữ một lượng năng lượng khổng lồ trong cơ thể đấy.,C?n ti?ng Anh nghi v?n: Roya; Zaps; Zip | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.5 | M?c ??: 14.0
