en_source,vn_translate,loi_du_doan
"In that field of glory, we will grant Tyrannos the death it deserves.","Trên chiến trường vinh quang ấy, chúng ta sẽ ban cho Tyrannos cái chết mà nó đáng phải nhận.",C?n ti?ng Anh nghi v?n: Tyrannos | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.167 | M?c ??: 4.67
It says Augusta has taken care of everything on her end. She's ready to meet us at the Ephor's Palace as agreed.,Nó bảo Augusta đã lo xong mọi thứ ở phần mình. Cô ấy sẵn sàng gặp chúng ta tại Cung điện Ephor như đã hẹn.,C?n ti?ng Anh nghi v?n: Augusta | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.167 | M?c ??: 4.67
"I know well what those parasites in the Senate are plotting. Draped in the Temple's name, they manipulate public opinion to secure themselves a place on Capitoline Hill.","Ta biết rõ bọn ký sinh trùng trong Thượng viện đang mưu đồ gì. Chúng khoác lên mình danh nghĩa của Đền Thờ, thao túng dư luận chỉ để giành lấy một chỗ trên Đồi Capitoline.",C?n ti?ng Anh nghi v?n: Capitoline | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.167 | M?c ??: 4.67
"Believe me, Augusta, I see that same spirit in you.","Tin ta đi, Augusta, ta thấy tinh thần ấy ở trong cậu.",C?n ti?ng Anh nghi v?n: Augusta | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.167 | M?c ??: 4.67
Then it's settled. I'll let you prepare. Just give me a signal when you're near the Earthrender.,Vậy là xong. Ta sẽ để ngươi chuẩn bị. Khi nào gần đến Earthrender thì báo cho ta biết nhé.,C?n ti?ng Anh nghi v?n: Earthrender | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.167 | M?c ??: 4.67
"Following a mysterious ""light,"" you and Abby reach a group of Hollow Figures chanting a haunting ""hymn."" You use the power of separation to resist the Dark Tide's influence and search for the hidden ""light."" Your instincts tell you it's tied to the pure frequency you're after.","Theo một ""ánh sáng"" bí ẩn, cậu và Abby đến chỗ một nhóm Hình Nhân Rỗng đang tụng một ""bài thánh ca"" ma mị. Cậu dùng sức mạnh phân ly để chống lại ảnh hưởng của Thủy Triều Bóng Tối và tìm kiếm ""ánh sáng"" ẩn giấu. Bản năng mách bảo cậu rằng nó liên quan đến tần số thuần khiết mà cậu đang tìm kiếm.",C?n ti?ng Anh nghi v?n: Abby | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.167 | M?c ??: 4.67
"And, I must remind you, we rarely take part in hunts. Our place is with the <ano=Sacred Flames>flames</ano> in Tetragon Temple.","Và, tôi phải nhắc cậu, chúng ta hiếm khi tham gia săn lùng. Nơi của chúng ta là bên cạnh <ano=Sacred Flames>ngọn lửa thiêng</ano> ở Đền Tetragon.",C?n ti?ng Anh nghi v?n: Tetragon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.167 | M?c ??: 4.67
"I don't know what a Priestess is supposed to be, but I do know what Iuno is like. And I'm certain... she's a Priestess.","Ta không biết một Nữ Tư Tế phải như thế nào, nhưng ta biết rõ Iuno ra sao. Và ta chắc chắn... cô ấy chính là một Nữ Tư Tế.",C?n ti?ng Anh nghi v?n: Iuno | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.167 | M?c ??: 4.67
"If Iuno truly died three years ago, then she couldn't have been your companion three years later, let alone have existed up until today.","Nếu Iuno thật sự đã chết ba năm trước, thì làm sao cô ấy có thể đồng hành cùng cậu ba năm sau, hay thậm chí còn tồn tại đến tận bây giờ?",C?n ti?ng Anh nghi v?n: Iuno | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.167 | M?c ??: 4.67
"I've never doubted your judgment of Iuno. But if, as you say, she knew what would happen and still chose this path... could it be that this was the closest she could get to true completeness?","Ta chưa bao giờ nghi ngờ phán đoán của ngươi về Iuno. Nhưng nếu như ngươi nói, cô ấy đã biết trước điều gì sẽ xảy ra mà vẫn chọn con đường này... liệu có phải đây là cách gần nhất để cô ấy đạt được sự hoàn thiện thực sự?",C?n ti?ng Anh nghi v?n: Iuno | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.167 | M?c ??: 4.67
"With that, the last prophecy I saw changed slightly. In a squad doomed to fall, one survived—Harelius.","Với điều đó, lời tiên tri cuối cùng ta thấy đã thay đổi đôi chút. Trong một đội quân bị định đoạt diệt vong, chỉ có một người sống sót—Harelius.",C?n ti?ng Anh nghi v?n: Harelius | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.167 | M?c ??: 4.67
"Guided by the light and fate above, the Priestesses of Tetragon Temple share the futures they've glimpsed, be it through carvings, scrolls, or spoken word... through every means imaginable.","Dưới ánh sáng và định mệnh từ trên cao, các Nữ Tư Tế của Đền Tetragon chia sẻ những tương lai mà họ đã nhìn thấy, dù qua những bức chạm khắc, cuộn giấy, hay lời nói... bằng mọi cách có thể.",C?n ti?ng Anh nghi v?n: Tetragon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.167 | M?c ??: 4.67
"Until the day I led the charge to Murmurstown, determined to stop my comrades from falling to the Dark Tide and prove I had what it took to be king. I walked to the door I had passed a thousand times only to find—","Cho đến ngày tôi dẫn đầu cuộc tấn công vào Murmurstown, quyết tâm ngăn đồng đội sa vào Bóng Tối và chứng minh mình xứng đáng làm vua. Tôi bước đến cánh cửa đã đi qua hàng ngàn lần, chỉ để thấy—",C?n ti?ng Anh nghi v?n: Murmurstown | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.167 | M?c ??: 4.67
