en_source,vn_translate,loi_du_doan
Climb all Anchors in the Black Shores Archipelago.,Leo lên tất cả Mỏ Neo tại Quần đảo Black Shores.,C?n ti?ng Anh nghi v?n: Black; Shores | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Defeat all the Chest Mimics in the Vault Underground.,Tiêu diệt hết Chest Mimic trong Hầm Ngầm Vault.,C?n ti?ng Anh nghi v?n: Chest; Vault | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Listen to Ciaccona recount all three stories about Qiuyuan.,Nghe Ciaccona kể lại cả ba câu chuyện về Qiuyuan,C?n ti?ng Anh nghi v?n: Ciaccona; Qiuyuan | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Walk with Chisa in Sakura Quarter after the disaster.,Đi cùng Chisa ở Khu phố Sakura sau thảm họa,C?n ti?ng Anh nghi v?n: Chisa; Sakura | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Overhear the Acolytes talking about Fenrico in the Cathedral of Mercury.,Nghe lén các Tín Đồ bàn tán về Fenrico trong Nhà Thờ Mercury.,C?n ti?ng Anh nghi v?n: Fenrico; Mercury | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Solve a Smartprint Cube puzzle for the first time and activate the holographic printing to produce the corresponding item.,Giải một câu đố Smartprint Cube lần đầu và kích hoạt in ảo để tạo ra vật phẩm tương ứng.,C?n ti?ng Anh nghi v?n: Cube; Smartprint | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
"Run into Feilian Beringal in Exploration Quest ""No. 1 Biker.""","Gặp Feilian Beringal trong Nhiệm Vụ Thám Hiểm ""Tay Đua Số 1"".",C?n ti?ng Anh nghi v?n: Beringal; Feilian | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Collect all the KU-Cass Cartridges in the Black Shores.,Thu thập tất cả KU-Cass Cartridge ở Bãi Đen.,C?n ti?ng Anh nghi v?n: Cass; KU | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Instruct any KU-Roro model to conduct a recharge.,Ra lệnh cho bất kỳ mẫu KU-Roro nào tiến hành nạp năng lượng.,C?n ti?ng Anh nghi v?n: KU; Roro | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Instruct any KU-Roro model to perform their intended function.,Ra lệnh cho bất kỳ mẫu KU-Roro nào thực hiện chức năng đã được thiết kế.,C?n ti?ng Anh nghi v?n: KU; Roro | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
