en_source,vn_translate,loi_du_doan
Lynae is thrilled with her own performance and plans to go all out in the next match. She even mentioned something about a special surprise for the audience.,Lynae hài lòng với màn trình diễn của mình và dự định sẽ toàn lực thi đấu ở trận kế tiếp. Cô thậm chí còn nhắc đến một điều bất ngờ đặc biệt dành cho khán giả.,C?n ti?ng Anh nghi v?n: Lynae | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Lynae states that the results do not matter, and she's here to have a good time.","Lynae nói kết quả không quan trọng, cô chỉ muốn tận hưởng khoảnh khắc vui vẻ thôi.",C?n ti?ng Anh nghi v?n: Lynae | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Mornye says she's quite used to hovering in the air. Her fondness for flight may well be the secret to her outstanding performance.,Mornye nói cô ấy rất quen với việc lơ lửng trên không. Niềm đam mê bay lượn có lẽ chính là bí quyết giúp cô ấy thể hiện xuất sắc.,C?n ti?ng Anh nghi v?n: Mornye | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"According to a few keen-eyed spectators, Mornye spent the entire night before the match de-stressing by calculating her odds of winning.","Theo vài khán giả tinh mắt, Mornye đã dành cả đêm trước trận đấu để thư giãn bằng cách tính toán tỷ lệ thắng của mình.",C?n ti?ng Anh nghi v?n: Mornye | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Mornye stated that she will give it her absolute all in the final stretch of this competition.,Mornye khẳng định cô sẽ dốc toàn lực cho chặng cuối của cuộc thi này.,C?n ti?ng Anh nghi v?n: Mornye | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
What a brilliant performance! Let's give a big round of applause to Aemeath!,Thật là một màn trình diễn tuyệt vời! Hãy dành một tràng pháo tay thật lớn cho Aemeath nào!,C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Huge congratulations to Hiyuki for coming out on top! She's dedicated to perfecting her skills and aims to create more miracles in the years to come.,Chúc mừng Hiyuki đã giành chiến thắng xuất sắc! Cô ấy luôn cống hiến để hoàn thiện kỹ năng và hướng tới tạo ra nhiều kỳ tích hơn trong những năm tới.,C?n ti?ng Anh nghi v?n: Hiyuki | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Undeterred by her defeat, Hiyuki has decided to put everything on the line in the next match. Let's see what she can do!","Không khuất phục trước thất bại, Hiyuki quyết định đặt tất cả vào trận đấu tiếp theo. Hãy xem cô ấy có thể làm được gì!",C?n ti?ng Anh nghi v?n: Hiyuki | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Augusta is fully prepared for the match and will storm the field with the force of a thunderbolt!,Augusta đã sẵn sàng cho trận đấu và sẽ lao vào chiến trường với sức mạnh của sấm sét!,C?n ti?ng Anh nghi v?n: Augusta | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Augusta says that winning and losing are simply parts of the game. She is determined to turn the tide and secure a victory in the Showmatch.,Augusta nói thắng thua chỉ là một phần của trò chơi. Cô quyết tâm lật ngược tình thế và giành chiến thắng trong Trận Đấu Trình Diễn.,C?n ti?ng Anh nghi v?n: Augusta | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Iuno claims that winning is a breeze, and the result is obvious even without a prophecy.","Iuno khẳng định chiến thắng chỉ là chuyện nhỏ, kết quả đã rõ ràng ngay cả khi không cần tiên đoán.",C?n ti?ng Anh nghi v?n: Iuno | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Iuno is pleased with her showing. She noted that the Moonring's flight speed is still a bit on the slow side, else she would've finished even sooner.","Iuno hài lòng với màn trình diễn của mình. Cô ấy nhận xét tốc độ bay của Moonring vẫn còn hơi chậm, nếu không thì cô ấy đã về đích sớm hơn rồi.",C?n ti?ng Anh nghi v?n: Iuno | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Iuno has won the Showmatch. She expressed her gratitude for the audience's support and promised to do better next time.,Iuno đã giành chiến thắng trong Trận Đấu Triển Lãm. Cô bày tỏ lòng biết ơn vì sự cổ vũ của khán giả và hứa sẽ thể hiện tốt hơn trong lần tới.,C?n ti?ng Anh nghi v?n: Iuno | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Jinhsi excelled in the Showmatch. She remarked that she was simply glad to have given it her all.,Jinhsi đã thể hiện xuất sắc trong trận đấu. Nàng chỉ nói rằng mình rất vui vì đã dốc hết sức.,C?n ti?ng Anh nghi v?n: Jinhsi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Changli admits that things haven't gone exactly to plan, but she believes a touch of the unexpected is more interesting than a predictable outcome.","Changli thừa nhận mọi chuyện không diễn ra đúng như kế hoạch, nhưng cô tin rằng những điều bất ngờ lại thú vị hơn kết quả có thể đoán trước.",C?n ti?ng Anh nghi v?n: Changli | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Phoebe believes everything is a trial of Imperator, and she accepts them all with gratitude.","Phoebe tin rằng tất cả đều là thử thách của Imperator, và cô đón nhận chúng với lòng biết ơn.",C?n ti?ng Anh nghi v?n: Phoebe | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Preliminary A is over. The top 4 finishers advance to the Eliminator, while the last 2 are relegated to the Showmatch.","Vòng Sơ Loại A đã kết thúc. 4 người đứng đầu sẽ tiến vào Vòng Loại Trực Tiếp, trong khi 2 người cuối sẽ phải xuống chơi ở Vòng Trận Đấu Triển Lãm.",C?n ti?ng Anh nghi v?n: A | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Preliminary B is over. The top 4 finishers advance to the Eliminator, while the last 2 are relegated to the Showmatch.","Vòng Sơ Loại B đã kết thúc. 4 người đứng đầu sẽ tiến vào Vòng Loại Trực Tiếp, trong khi 2 người cuối sẽ phải xuống chơi ở Vòng Trận Đấu Triển Lãm.",C?n ti?ng Anh nghi v?n: B | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"We still need more Type-T Restoratives to really ""plant"" this specimen.","Chúng ta vẫn cần thêm Thuốc Phục Hồi Loại T để thực sự ""gieo trồng"" mẫu vật này.",C?n ti?ng Anh nghi v?n: T | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Complete Stability Accords and Singularity Expansion once with a team that includes Hiyuki in Endstate Matrix,Hoàn thành Hiệp Ước Ổn Định và Mở Rộng Điểm Kỳ Dị một lần với đội có Hiyuki trong Ma Trận Trạng Thái Cuối,C?n ti?ng Anh nghi v?n: Hiyuki | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Complete Stability Accords and Singularity Expansion once with a team that includes Denia in Endstate Matrix,Hoàn thành Hiệp Ước Ổn Định và Mở Rộng Điểm Kỳ Dị một lần với đội có Denia trong Ma Trận Trạng Thái Cuối,C?n ti?ng Anh nghi v?n: Denia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Use Denia to complete each of the three training grounds once.,Dùng Denia để hoàn thành từng khu huấn luyện ba lần.,C?n ti?ng Anh nghi v?n: Denia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Defeat the ""Young Murmurin"" in Dim Forest.","Hạ gục ""Mầm Murmurin"" trong Rừng Âm U.",C?n ti?ng Anh nghi v?n: Murmurin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Complete ""Travel in Jinzhou: Gulpuffs.""","Hoàn thành ""Du Hành Ở Jinzhou: Gulpuffs.""",C?n ti?ng Anh nghi v?n: Gulpuffs | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Earn the highest reward in Tactical Hologram: Ski.,Nhận phần thưởng cao nhất trong Chiến Thuật Hologram: Trượt Tuyết.,C?n ti?ng Anh nghi v?n: Hologram | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Defeat the Mighty Lightcrusher roaming in Mt. Firmament.,Hạ gục Kẻ Nghiền Ánh Sáng hùng mạnh đang lang thang trên Núi Firmament.,C?n ti?ng Anh nghi v?n: Firmament | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Defeat the Icefield Beast roaming in Mt. Firmament.,Tiêu diệt Quái Thú Băng Giá đang lang thang trên Núi Firmament.,C?n ti?ng Anh nghi v?n: Firmament | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Defeat the Knight of Sorrowful Aria in Averardo Vault.,Hạ gục Hiệp Sĩ Khúc Bi Ca tại Hầm mộ Averardo.,C?n ti?ng Anh nghi v?n: Averardo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Resolve all problems of the Fratellis brothers.,Giải quyết mọi vấn đề của anh em nhà Fratellis.,C?n ti?ng Anh nghi v?n: Fratellis | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Discover the sea of flowers you once passed through with Shorekeeper.,Tìm về biển hoa từng cùng Shorekeeper đi qua.,C?n ti?ng Anh nghi v?n: Shorekeeper | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
