en_source,vn_translate,loi_du_doan
"Fresh, crisp, sweet... Heh.","Tươi giòn, ngọt lịm... Heh.",C?n ti?ng Anh nghi v?n: Heh | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Cartethyia...,Cartethyia...,C?n ti?ng Anh nghi v?n: Cartethyia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Lupa.,Lupa.,C?n ti?ng Anh nghi v?n: Lupa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Lupa, you've had enough wheat juice. Sit. Take a break for a moment.","Lupa, cậu uống đủ nước lúa mì rồi đấy. Ngồi xuống đi. Nghỉ một lát nào.",C?n ti?ng Anh nghi v?n: Lupa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"If Mya had lived, perhaps things would have been different.","Nếu Mya còn sống, có lẽ mọi chuyện đã khác.",C?n ti?ng Anh nghi v?n: Mya | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Have you ever thought about living a different life, Lupa?","Lupa à, ngươi đã từng nghĩ đến việc sống một cuộc đời khác chưa?",C?n ti?ng Anh nghi v?n: Lupa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Haha... No need. I'm content with what I have.,Haha... Không cần đâu. Tôi hài lòng với những gì mình đang có rồi.,C?n ti?ng Anh nghi v?n: Haha | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Malice without end... flooding Nimbus Sanctum. O nightfall... drown all beneath your veil...,Oán hận không dứt... tràn ngập Thánh điện Nimbus. Ôi hoàng hôn... hãy nhấn chìm tất cả dưới tấm màn đêm...,C?n ti?ng Anh nghi v?n: Nimbus | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Calm down, Flamaxis! Are you out of your mind?","Bình tĩnh nào, Flamaxis! Cậu điên à?",C?n ti?ng Anh nghi v?n: Flamaxis | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Kaimastos... It's unbelievable to think your obsession has reached such heights.,Kaimastos... Không ngờ nỗi ám ảnh của ngươi lại có thể lớn đến thế.,C?n ti?ng Anh nghi v?n: Kaimastos | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Samousas give you a look.,Samousas liếc nhìn cậu.,C?n ti?ng Anh nghi v?n: Samousas | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"Come on, Laramia! You can do it!","Laramia, cố lên nào! Cậu làm được mà!",C?n ti?ng Anh nghi v?n: Laramia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
