en_source,vn_translate,loi_du_doan
"For my salary, and for the happiness of my old friend. I, Maji, will do anything!","Vì đồng lương của ta, và vì hạnh phúc của người bạn già. Ta, Maji, sẽ làm bất cứ điều gì!",C?n ti?ng Anh nghi v?n: Maji | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Not long ago, I went to Septimont to watch an Agon. The Gladiators' fiery passion, their movements... It moved me to my core!","Cách đây không lâu, tớ đến Septimont để xem một trận Agon. Đam mê cháy bỏng của các đấu sĩ, những động tác của họ... Thật sự làm tớ xúc động đến tận đáy lòng!",C?n ti?ng Anh nghi v?n: Agon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"So, same as always! New requests will pop up on the board every day. With your skills, it'll be a walk in the park, and Lollo Stamps will slip right into your pocket as usual.","Thế đấy, như mọi khi thôi! Hằng ngày sẽ có yêu cầu mới trên bảng. Với khả năng của cậu, chẳng khác nào đi hái tiền, và tem Lollo lại ùa vào túi như thường.",C?n ti?ng Anh nghi v?n: Lollo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Well, if it isn't good old Maji!","Ồ, không phải là Maji thân quen đó sao!",C?n ti?ng Anh nghi v?n: Maji | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Haha, call it the magic of Ragunna! The allure of classical aesthetics and culture is simply too tempting to resist!","Haha, gọi nó là ma lực của Ragunna đi! Sức hấp dẫn của văn hóa và thẩm mỹ cổ điển khó mà cưỡng lại được!",C?n ti?ng Anh nghi v?n: Haha | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Haha, exactly! The time I've spent on it has already paid off. I've already completed several orders!","Haha, đúng rồi! Thời gian tớ bỏ ra đã đáng giá rồi. Tớ đã hoàn thành mấy đơn hàng rồi đấy!",C?n ti?ng Anh nghi v?n: Haha | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Sorry... I have a deadline tomorrow and things are tight. Do you need something?,"Xin lỗi... Ngày mai tớ có deadline, đang gấp lắm. Cậu cần gì không?",C?n ti?ng Anh nghi v?n: deadline | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Especially large… Well, I don't think the Vault has a shortage of large Echoes.","Đặc biệt là những con lớn... Chà, tớ không nghĩ Vault thiếu những Echo lớn đâu.",C?n ti?ng Anh nghi v?n: Vault | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Haha, thank you! Just a sudden insight. But there's another good piece of news!","Haha, cảm ơn cậu! Chỉ là chợt nảy ra ý tưởng thôi. Nhưng còn tin tốt khác nữa cơ!",C?n ti?ng Anh nghi v?n: Haha | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
An Echo? C-could it be…?,Một Echo sao? C-chẳng lẽ…?,C?n ti?ng Anh nghi v?n: C | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Ha, at one point it didn't even feel like an errand service anymore. But since everything worked out, all is well! This trip has really given me an appreciation for this Land of Echoes. Quite the fascinating place, wouldn't you say?","Ha, có lúc ta còn tưởng đây không phải là dịch vụ chạy việc nữa. Nhưng cuối cùng mọi chuyện cũng ổn cả! Chuyến đi này giúp ta thêm trân trọng Vùng Đất Tiếng Vọng này. Nơi này thật sự thú vị, phải không?",C?n ti?ng Anh nghi v?n: Ha | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Sounds like Maji is in trouble... I'd better go lend a hand.,Nghe như Maji gặp rắc rối rồi... Ta phải đi giúp mới được.,C?n ti?ng Anh nghi v?n: Maji | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"I've heard the buzz! You're helping out Bakethoven with some big project, huh?",Nghe đồn xôn xao lắm! Cậu đang giúp Bakethoven với dự án lớn phải không?,C?n ti?ng Anh nghi v?n: Bakethoven | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Hmm… she may have her own method for handling it. Maybe you can just see what she does when you deliver the order.,Hmm… có lẽ cô ấy có cách riêng để xử lý việc này. Cậu cứ giao lệnh rồi xem cô ấy làm gì là được.,C?n ti?ng Anh nghi v?n: Hmm | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
