en_source,vn_translate,loi_du_doan
"So to complete the remodulation, just enter the Matrix and collect Tethys' redirected data.","Vậy để hoàn tất việc tái điều chế, chỉ cần vào Matrix và thu thập dữ liệu đã được Tethys chuyển hướng.",C?n ti?ng Anh nghi v?n: Matrix | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"I used to think my duty was to guard the Black Shores, obeying the Tethys System's every command.","Ta từng nghĩ nhiệm vụ của mình là bảo vệ Bờ Đen, tuân theo mọi mệnh lệnh của Hệ thống Tethys.",C?n ti?ng Anh nghi v?n: Tethys | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Hmm... I like this starry sky... so much.,Hmm... Ta thích bầu trời đầy sao này... thật nhiều.,C?n ti?ng Anh nghi v?n: Hmm | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Ma'am, we've pinpointed the Shorekeeper's location in Tethys!","Chị ơi, chúng ta đã xác định được vị trí của Shorekeeper ở Tethys rồi!",C?n ti?ng Anh nghi v?n: Tethys | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Tethys, confirm my access.","Tethys, xác nhận quyền truy cập của ta.",C?n ti?ng Anh nghi v?n: Tethys | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Attention all units! Readiness Level One enabled. Switch the Tethys System to full recursive search mode. Prepare to open the transmission passage!,Tất cả đơn vị chú ý! Mức Sẵn Sàng Cấp Một đã kích hoạt. Chuyển Hệ Thống Tethys sang chế độ tìm kiếm đệ quy toàn phần. Chuẩn bị mở đường truyền tín hiệu!,C?n ti?ng Anh nghi v?n: Tethys | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Yes! Hmm... so you're familiar with this concept, it's quite significant.","Đúng rồi! Hmm... hóa ra cậu cũng biết về khái niệm này, nó khá quan trọng đấy.",C?n ti?ng Anh nghi v?n: Hmm | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Tethys and the Black Shores will find another way.,Tethys và Bờ Biển Đen sẽ tìm ra con đường khác.,C?n ti?ng Anh nghi v?n: Tethys | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"If I don't do this, you, as the Modulator of this system, will be chosen as the core. I must fulfill my duty to protect you.","Nếu ta không làm điều này, cậu, với tư cách là Modulator của hệ thống, sẽ bị chọn làm lõi. Ta phải hoàn thành nghĩa vụ bảo vệ cậu.",C?n ti?ng Anh nghi v?n: Modulator | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
How is the Tethys System now?,Hệ thống Tethys giờ ra sao rồi?,C?n ti?ng Anh nghi v?n: Tethys | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
The abnormal frequency definitely links to the deaths of those Bloom Bearers.,Tần số bất thường này chắc chắn liên quan đến cái chết của những Bloom Bearer.,C?n ti?ng Anh nghi v?n: Bloom | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Solving this issue is beyond our capabilities. Besides, they also mentioned Rover and the fall of the Port City of Guixu.","Vấn đề này vượt quá khả năng của chúng ta. Hơn nữa, họ còn nhắc đến Rover và sự sụp đổ của Thành Phố Cảng Guixu.",C?n ti?ng Anh nghi v?n: Guixu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"I've never been to this city myself, not even in the Sonoro.","Ta chưa từng đặt chân đến thành phố này, kể cả trong Sonoro.",C?n ti?ng Anh nghi v?n: Sonoro | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
That Bloom Bearer named Hoda...,Kẻ Mang Hoa tên Hoda ấy...,C?n ti?ng Anh nghi v?n: Hoda | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Tethys can observe the Lament because it understands its nature.,Tethys có thể quan sát Lament vì nó hiểu được bản chất của nó.,C?n ti?ng Anh nghi v?n: Tethys | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"But just like the Lament itself, those emotions are also frequencies. Tethys likely harnesses them in order to—","Nhưng cũng như chính Lament, những cảm xúc ấy cũng là tần số. Tethys có lẽ đang khai thác chúng để—",C?n ti?ng Anh nghi v?n: Tethys | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Sounds like using cheats in a video game.,Nghe như là đang chơi game gian lận vậy.,C?n ti?ng Anh nghi v?n: game | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Hello, {PlayerName}! Arno has told me about you. We are so glad you're willing to help!",Chào {PlayerName}! Arno đã kể cho tôi về cậu rồi. Chúng tôi rất vui vì cậu sẵn lòng giúp đỡ!,C?n ti?ng Anh nghi v?n: Arno | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"""A friendly reminder: While lovely views and rewards are up for grabs, remember that safety always comes first! In the case of an emergency, please call the nearby Midnight Rangers for assistance!""","""Lời nhắc thân thiện: Dù cảnh đẹp và phần thưởng đang chờ đợi, hãy nhớ an toàn luôn là trên hết! Nếu gặp trường hợp khẩn cấp, hãy gọi ngay Đội Tuần Tra Bóng Đêm gần nhất!""",C?n ti?ng Anh nghi v?n: an | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"""A friendly reminder: While lovely views and rewards are up for grabs, remember that safety always comes first! In the case of an emergency, please call the nearby Midnight Rangers for assistance!""","""Lời nhắc thân thiện: Dù cảnh đẹp và phần thưởng đang chờ đợi, hãy nhớ an toàn luôn là trên hết! Nếu gặp trường hợp khẩn cấp, hãy gọi ngay Đội Tuần Tra Bóng Đêm gần nhất!""",C?n ti?ng Anh nghi v?n: an | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"(Upon hearing your voice, Alannah turns her back and lowers her voice.)","(Nghe thấy giọng cậu, Alannah quay lưng lại và hạ giọng xuống.)",C?n ti?ng Anh nghi v?n: Alannah | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Then, you can check your map and fast-travel to Jinzhou through the Nexus.","Vậy thì, cậu có thể mở bản đồ và dịch chuyển tức thời đến Jinzhou qua Nexus.",C?n ti?ng Anh nghi v?n: Nexus | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
One vote for Gulpuff plushies.,Ta bỏ phiếu cho Gulpuff bông.,C?n ti?ng Anh nghi v?n: Gulpuff | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Hoartoise plushies, please.",Xin hãy tặng tôi vài con thú nhồi bông Hoartoise.,C?n ti?ng Anh nghi v?n: Hoartoise | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"""Boring image spam."" ""Lacks the unique angles of humanist photography and the diverse styles of oil paintings.""...","""Spam hình ảnh nhàm chán. Thiếu góc nhìn độc đáo của nhiếp ảnh nhân văn lẫn phong cách đa dạng của tranh sơn dầu...""",C?n ti?ng Anh nghi v?n: Spam | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
