en_source,vn_translate,loi_du_doan
"Material used to nurture the Voidbane Eldertree in Solisia Landing, obtainable by exploring Solisia Landing.","Vật liệu nuôi dưỡng Cây Già Hư Không tại Bến Đáp Solisia, có thể thu thập khi khám phá khu vực này.",C?n ti?ng Anh nghi v?n: Solisia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"A seal headpiece made by an enthusiastic fan, inspired by Fleet Snowfluff's favorite mascot.","Một chiếc mũ đầu hải cẩu do một người hâm mộ nhiệt tình làm tặng, lấy cảm hứng từ linh vật yêu thích của Fleet Snowfluff.",C?n ti?ng Anh nghi v?n: Fleet | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"A special version of the doll Denia carries with her every day.
This one looks uncannily like her.","Phiên bản đặc biệt của con búp bê mà Denia luôn mang theo bên mình.
Cái này trông giống cô ấy đến kỳ lạ.",C?n ti?ng Anh nghi v?n: Denia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
A special version of the doll Denia carries with her every day. This one looks uncannily like her.,Phiên bản đặc biệt của con búp bê mà Denia luôn mang theo bên mình. Cái này trông giống cô ấy đến kỳ lạ.,C?n ti?ng Anh nghi v?n: Denia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"After the event begins, log in to the game daily to claim your daily sign-in rewards.","Sau khi sự kiện bắt đầu, hãy đăng nhập vào game mỗi ngày để nhận phần thưởng điểm danh hàng ngày.",C?n ti?ng Anh nghi v?n: game | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Following the Version 3.3 update, all 2x first top-up bonuses will be reset for Lunite Purchase.","Sau bản cập nhật Phiên bản 3.3, tất cả ưu đãi nạp thẻ lần đầu 2x sẽ được thiết lập lại cho Lunite Mua.",C?n ti?ng Anh nghi v?n: Lunite | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"What kind of pitch would it take to make every major player in Solaris nod along and funnel Credits into my pocket, year after year?",Cần phải có tầm nhìn thế nào để khiến mọi tay chơi lớn ở Solaris gật gù và đổ Credits vào túi tôi năm này qua năm khác?,C?n ti?ng Anh nghi v?n: Credits | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"...Lately, I've been hearing you ring the <ano=ritual bell>Suzu</ano>.","...Gần đây, ta nghe thấy cậu rung chiếc <ano=ritual bell>Suzu</ano> đấy.",C?n ti?ng Anh nghi v?n: Suzu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Miko of Flaming Sakura, you're back! I knew those monsters wouldn't stand a chance!","Miko của Hoa Anh Đào Rực Lửa, ngươi đã trở lại! Ta biết bọn quái vật đó chẳng là gì trước ngươi!",C?n ti?ng Anh nghi v?n: Miko | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
A sorrowful Left Behind spits bitter accusations at the Miko of Flaming Sakura's failure to protect the city.,Một kẻ Bị Bỏ Lại đầy uất hận đổ lỗi cho Miko của Hoa Anh Đào Lửa vì đã không bảo vệ được thành phố.,C?n ti?ng Anh nghi v?n: Miko | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Oh ho, so she's been hiding the good tea, has she? She just ordered two tins of top-grade gyokuro.","Ô hô, thế ra bà ấy giấu trà ngon à? Bả vừa đặt hai hộp gyokuro thượng hạng đấy.",C?n ti?ng Anh nghi v?n: gyokuro | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
All done. I'll send it to Lucilla and head back.,Xong rồi. Mình sẽ gửi cho Lucilla rồi quay về.,C?n ti?ng Anh nghi v?n: Lucilla | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
It's the only thing that could survive there. The lodestar Aemeath was trying to show me.,Đó là thứ duy nhất có thể tồn tại ở đó. Ngôi sao dẫn đường Aemeath đã cố chỉ cho tôi thấy.,C?n ti?ng Anh nghi v?n: Aemeath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
Lucilla contacted me. She said you intend to return beyond Stridergate.,Lucilla liên lạc với tôi. Cô ấy nói cậu định quay lại bên kia Cổng Strider.,C?n ti?ng Anh nghi v?n: Lucilla | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
(Luuk said the Grand Architect caused that rift. That... was what led to Aemeath's death in the simulator cockpit.),Luuk nói rằng Kiến Trúc Sư Vĩ Đại đã gây ra vết nứt đó. Chính điều đó đã dẫn đến cái chết của Aemeath trong buồng mô phỏng.,C?n ti?ng Anh nghi v?n: Luuk | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
