en_source,vn_translate,loi_du_doan
"Complete Main Quest ""Dreamcatchers in the Secret Gardens.""","Hoàn thành Nhiệm Vụ Chính ""Dreamcatchers in the Secret Gardens.""",C?n ti?ng Anh nghi v?n: Dreamcatchers; Gardens; in; Secret | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Clear ""Mirror Maze"" in ""Phantasma Dreamland"" at Normal difficulty.","Hoàn thành ""Mirror Maze"" trong ""Phantasma Dreamland"" ở độ khó Thông Thường.",C?n ti?ng Anh nghi v?n: Dreamland; Maze; Mirror; Phantasma | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Defeat the False Sovereign at Lv. 4 difficulty or above in Tactical Hologram: Phantom Pain once.,Hạ gục Kẻ Giả Vương ở cấp độ 4 trở lên trong Tactical Hologram: Phantom Pain 1 lần.,C?n ti?ng Anh nghi v?n: Hologram; Pain; Phantom; Tactical | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Obtain 3,000 points in Stage 6 of ""Tactical Simulacra: Off Tune.""","Đạt 3.000 điểm ở Giai Đoạn 6 của ""Tactical Simulacra: Off Tune"".",C?n ti?ng Anh nghi v?n: Off; Simulacra; Tactical; Tune | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Sign-in 5 days in <color=#c19f51>Gifts of Thawing Frost</color>,Đăng nhập 5 ngày trong <color=#c19f51>Gifts of Thawing Frost</color>,C?n ti?ng Anh nghi v?n: Frost; Gifts; of; Thawing | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Defeat Hyvatia at Lv. 4 difficulty or above in ""Tactical Hologram: Synchronization"" 1 time","Đánh bại Hyvatia ở độ khó Cấp 4 trở lên trong ""Tactical Hologram: Synchronization"" 1 lần",C?n ti?ng Anh nghi v?n: Hologram; Hyvatia; Synchronization; Tactical | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Earn 15,000 Gourmet Points in Stage 7 of the event ""Speed up! F.U.E.L. Instrumentality Project!""","Đạt 15.000 Điểm Ẩm Thực ở Giai Đoạn 7 sự kiện ""Tăng tốc! Dự án Công cụ hóa Nhiên liệu F.U.E.L.!""",C?n ti?ng Anh nghi v?n: E; F; L; U | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Defeat Sigillum at Lv. 4 difficulty or above in ""Tactical Hologram: Synchronization"" 1 time","Đánh bại Sigillum ở độ khó Cấp 4 trở lên trong ""Tactical Hologram: Synchronization"" 1 lần",C?n ti?ng Anh nghi v?n: Hologram; Sigillum; Synchronization; Tactical | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Challenge III: Defeat Dark and Silver Knights in the dream.,Thử Thách III: Đánh bại Dark và Silver Knights trong giấc mơ.,C?n ti?ng Anh nghi v?n: Dark; III; Knights; Silver | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Challenge II: Defeat Lioness of Glory in the dream.,Thử Thách II: Đánh bại Lioness of Glory trong giấc mơ.,C?n ti?ng Anh nghi v?n: Glory; II; Lioness; of | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"You track Phrolova's Phantom to the Mournfell Canyon and learn about the lost legend of an ""undying monster""...","Cậu lần theo dấu vết Phrolova's Phantom đến Mournfell Canyon và biết được truyền thuyết thất lạc về một ""quái vật bất tử""...",C?n ti?ng Anh nghi v?n: Canyon; Mournfell; Phantom; Phrolova's | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
N.A.N.A.,N.A.N.A.,C?n ti?ng Anh nghi v?n: A; N | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 20.0
"Isn't that pole in the mural the <color=Highlight>one we saw</color> outside of the cave? The <color=Highlight>pearl</color> has been sent to the top of it, right?","Cây cột trong bức tranh này chẳng phải chính là <color=Highlight>one we saw</color> ngoài hang sao? <color=Highlight>pearl</color> đã được đưa lên đỉnh của nó rồi, phải không?",C?n ti?ng Anh nghi v?n: one; pearl; saw; we | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.5 | M?c ??: 20.0
You know Mt. Firmament better than the Midnight Rangers.,Ngươi còn hiểu Mt. Firmament hơn cả Midnight Rangers nữa kia.,C?n ti?ng Anh nghi v?n: Firmament; Midnight; Mt; Rangers | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
It's quite close to the Haven of Sprouts. The robot is already there waiting for you.,Chỗ Haven of Sprouts gần lắm rồi. Con robot đã đợi cậu ở đó rồi.,C?n ti?ng Anh nghi v?n: Haven; of; robot; Sprouts | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Valentina and the Black Shores team picked up the latest TD samples from Huaxu Academy just as the warning came through.,Valentina và đội Black Shores vừa lấy mẫu TD mới nhất từ Học viện Huaxu thì nhận được cảnh báo khẩn.,C?n ti?ng Anh nghi v?n: Black; Huaxu; Shores; Valentina | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
