en_source,vn_translate,loi_du_doan
Group B GS - 2nd Half,Bảng B Vòng bảng - Hiệp 2,C?n ti?ng Anh nghi v?n: B | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Group B QF - 1st Half,Bảng B Tứ kết - Hiệp 1,C?n ti?ng Anh nghi v?n: B | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Group B QF - 2nd Half,Bảng B Tứ kết - Hiệp 2,C?n ti?ng Anh nghi v?n: B | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Race,Race,C?n ti?ng Anh nghi v?n: Race | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Rewards,Rewards,C?n ti?ng Anh nghi v?n: Rewards | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Popularity,Popularity,C?n ti?ng Anh nghi v?n: Popularity | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Patrons,Patrons,C?n ti?ng Anh nghi v?n: Patrons | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Group A GS - 1st Half,Bảng A Vòng bảng - Hiệp 1,C?n ti?ng Anh nghi v?n: A | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Group A GS - 2nd Half,Bảng A Vòng bảng - Hiệp 2,C?n ti?ng Anh nghi v?n: A | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Group A QF - 1st Half,Tứ kết Bảng A - Hiệp 1,C?n ti?ng Anh nghi v?n: A | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Group A QF - 2nd Half,Tứ kết Bảng A - Hiệp 2,C?n ti?ng Anh nghi v?n: A | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Group B GS - 1st Half,Vòng bảng Bảng B - Hiệp 1,C?n ti?ng Anh nghi v?n: B | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Group B GS - 2nd Half,Vòng bảng Bảng B - Hiệp 2,C?n ti?ng Anh nghi v?n: B | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Group B QF - 1st Half,Tứ kết Bảng B - Hiệp 1,C?n ti?ng Anh nghi v?n: B | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
