en_source,vn_translate,loi_du_doan
Touch the flying Remnant Spark,Touch vào Tia Lửa Tàn Dư đang bay,C?n ti?ng Anh nghi v?n: Touch | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Touch the flying Remnant Spark,Touch vào Tia Lửa Tàn Dư đang bay,C?n ti?ng Anh nghi v?n: Touch | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Touch the flying Remnant Spark,Touch vào Tia Lửa Tàn Dư đang bay,C?n ti?ng Anh nghi v?n: Touch | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Drag La Guardia to Reconstruction Zone,Kéo La Guardia vào Khu Tái Cấu Trúc,C?n ti?ng Anh nghi v?n: Guardia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Drag Fusion Warrior to the Frontline of Deployment Zone,Kéo Fusion Warrior vào Hàng Tiền Tuyến của Vùng Triển Khai,C?n ti?ng Anh nghi v?n: Warrior | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Drag Spearback to a Modulated Echo that has an Energy Cost of 1,Kéo Spearback vào một Echo Đã Điều Chỉnh có Chi Phí Năng Lượng là 1,C?n ti?ng Anh nghi v?n: Spearback | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Deploy La Guardia,Triển khai La Guardia,C?n ti?ng Anh nghi v?n: Guardia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Defeat Kerasaur in the dream within the time limit: {挑战1本次完成}/1,Đánh bại Kerasaur trong giấc mơ trước khi hết giờ: {挑战1本次完成}/1,C?n ti?ng Anh nghi v?n: Kerasaur | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Catch up with the playful Soliskin,Đuổi theo Soliskin tinh nghịch,C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Catch up with the playful Soliskin,Đuổi theo Soliskin tinh nghịch,C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Take a photo of the Soliskin perched high above,Chụp Soliskin khi nó đang đậu trên cao kìa,C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Catch up with the playful Soliskin,Đuổi theo Soliskin tinh nghịch,C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Catch up with the playful Soliskin,Đuổi theo Soliskin tinh nghịch,C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Catch up with the playful Soliskin,Đuổi theo Soliskin tinh nghịch,C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Dodge lightning strikes until the timer ends,Dodge sét cho đến khi hết giờ.,C?n ti?ng Anh nghi v?n: Dodge | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Dodge lightning strikes until the timer ends,Dodge sét cho đến khi hết giờ.,C?n ti?ng Anh nghi v?n: Dodge | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Dodge lightning strikes until the timer ends,Dodge sét cho đến khi hết giờ.,C?n ti?ng Anh nghi v?n: Dodge | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Dodge lightning strikes until the timer ends,Dodge sét cho đến khi hết giờ.,C?n ti?ng Anh nghi v?n: Dodge | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Tea Blossom Lounge Menu,Thực Đơn Quán Tea Hoa Anh Đào,C?n ti?ng Anh nghi v?n: Tea | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Port Bay Today,Port Bay Hôm nay,C?n ti?ng Anh nghi v?n: Port | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Chat Log found in a Terminal,Bản Ghi Chat tìm thấy trong Thiết bị Đầu Cuối,C?n ti?ng Anh nghi v?n: Chat | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"None, range-triggered speech.","None, lời thoại kích hoạt trong phạm vi.",C?n ti?ng Anh nghi v?n: None | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Chat Log found in a Terminal,Bản Ghi Chat tìm thấy trong Thiết bị Đầu Cuối,C?n ti?ng Anh nghi v?n: Chat | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Meeting Jinzhou: A Visit to Mahe's Grocery,Gặp gỡ ở Jinzhou: Visit Cửa hàng Mahe,C?n ti?ng Anh nghi v?n: Visit | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Record: Temporal Disruption and Sonoro Sphere,Bản ghi: Sự Rối Loạn Thời Gian và Quả Cầu Sonoro,C?n ti?ng Anh nghi v?n: Sonoro | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Veils Off in Sun or Shadow,Bỏ Màn Trong Nắng Hay Shadow,C?n ti?ng Anh nghi v?n: Shadow | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Ragunna Echoes Archive,Ragunna Echoes Archive,C?n ti?ng Anh nghi v?n: Archive | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Ode to the Second Sunrise,Khúc Ca Sunrise Thứ Hai,C?n ti?ng Anh nghi v?n: Sunrise | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
The number of Cost 1 Echoes in your deck has reached the limit,Số lượng Echoes Cost 1 trong bộ bài của bạn đã đạt giới hạn,C?n ti?ng Anh nghi v?n: Cost | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Claim Rewards at the Remnant Crystal in Depths of Illusive Realm 6 times,Nhận Rewards tại Tinh Thể Tàn Dư trong Vực Ảo Tưởng 6 lần,C?n ti?ng Anh nghi v?n: Rewards | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
"Claim all rewards in ""Beyond the Waves: Lahai-Roi""","Nhận toàn bộ phần thưởng trong ""Vượt Sóng: Lahai-Roi""",C?n ti?ng Anh nghi v?n: Lahai | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Lioness of Glory,Sư Tử Glory - Giai Đoạn Truy Cập Sớm,C?n ti?ng Anh nghi v?n: Glory | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Round in Progress,Đang Trong Round Thi Đấu,C?n ti?ng Anh nghi v?n: Round | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
The Prisoned Song,The Prisoned Song,C?n ti?ng Anh nghi v?n: Prisoned | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Defeat Ciaccona in the Peaks of Prestige duel,Đánh bại Ciaccona trong trận đấu tại Đỉnh Danh vọng,C?n ti?ng Anh nghi v?n: Ciaccona | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Sort by Item ID,Sort theo ID vật phẩm,C?n ti?ng Anh nghi v?n: Sort | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Sort by Time Added,Sort theo thời gian thêm,C?n ti?ng Anh nghi v?n: Sort | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Sort by Item ID,Sort theo ID vật phẩm,C?n ti?ng Anh nghi v?n: Sort | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Sort by Item ID,Sort theo ID vật phẩm,C?n ti?ng Anh nghi v?n: Sort | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Echo Boost (Fusion),Echo Boost (Fusion),C?n ti?ng Anh nghi v?n: Boost | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Echo Boost (Fusion),Echo Boost (Fusion),C?n ti?ng Anh nghi v?n: Boost | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Echo Boost (Electro),Echo Boost (Electro),C?n ti?ng Anh nghi v?n: Boost | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Echo Boost (Electro),Echo Boost (Electro),C?n ti?ng Anh nghi v?n: Boost | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Echo Boost (Glacio),Echo Boost (Glacio),C?n ti?ng Anh nghi v?n: Boost | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Echo Boost (Glacio),Echo Boost (Glacio),C?n ti?ng Anh nghi v?n: Boost | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Echo Boost (Aero),Echo Boost (Aero),C?n ti?ng Anh nghi v?n: Boost | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Echo Boost (Aero),Echo Boost (Aero),C?n ti?ng Anh nghi v?n: Boost | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Same Echoes will not be counted towards the Sonata effect,Các Echoes giống nhau sẽ không được tính vào hiệu ứng Sonata,C?n ti?ng Anh nghi v?n: Sonata | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Drop Down when Climbing,Drop xuống khi leo,C?n ti?ng Anh nghi v?n: Drop | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Rover - Original Outfit,Rover - Original Trang phục,C?n ti?ng Anh nghi v?n: Original | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Rover - Original Outfit,Rover - Original Trang phục,C?n ti?ng Anh nghi v?n: Original | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Rover - Original Outfit,Rover - Original Trang phục,C?n ti?ng Anh nghi v?n: Original | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Rover - Original Outfit,Rover - Original Trang phục,C?n ti?ng Anh nghi v?n: Original | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Rover - Original Outfit,Rover - Original Trang phục,C?n ti?ng Anh nghi v?n: Original | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Rover - Original Outfit,Rover - Original Trang phục,C?n ti?ng Anh nghi v?n: Original | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Fast Travel to Dock,Di Chuyển Nhanh Đến Dock,C?n ti?ng Anh nghi v?n: Dock | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Lahai-Roi: Tape of Last Words Collector,Lahai-Roi: Nhà sưu tập Băng ghi Lời cuối,C?n ti?ng Anh nghi v?n: Lahai | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Rover - Signature Outfit,Rover - Signature Trang phục,C?n ti?ng Anh nghi v?n: Signature | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Rover - Signature Outfit,Rover - Signature Trang phục,C?n ti?ng Anh nghi v?n: Signature | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Rover - Signature Outfit,Rover - Signature Trang phục,C?n ti?ng Anh nghi v?n: Signature | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Rover - Signature Outfit,Rover - Signature Trang phục,C?n ti?ng Anh nghi v?n: Signature | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
Rover - Signature Outfit,Rover - Signature Trang phục,C?n ti?ng Anh nghi v?n: Signature | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.333 | M?c ??: 6.33
