en_source,vn_translate,loi_du_doan
Fragility,Fragility,C?n ti?ng Anh nghi v?n: Fragility | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Toughness,Toughness,C?n ti?ng Anh nghi v?n: Toughness | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Strength,Strength,C?n ti?ng Anh nghi v?n: Strength | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Motivation,Motivation,C?n ti?ng Anh nghi v?n: Motivation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Inspiration,Inspiration,C?n ti?ng Anh nghi v?n: Inspiration | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Shockwave,Shockwave,C?n ti?ng Anh nghi v?n: Shockwave | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Recovery,Recovery,C?n ti?ng Anh nghi v?n: Recovery | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Combo,Combo,C?n ti?ng Anh nghi v?n: Combo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Knockback,Knockback,C?n ti?ng Anh nghi v?n: Knockback | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Insulation,Insulation,C?n ti?ng Anh nghi v?n: Insulation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Photophobia,Photophobia,C?n ti?ng Anh nghi v?n: Photophobia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Wrath,Wrath,C?n ti?ng Anh nghi v?n: Wrath | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
