en_source,vn_translate,loi_du_doan
Larko,Larko,C?n ti?ng Anh nghi v?n: Larko | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Linnea,Linnea,C?n ti?ng Anh nghi v?n: Linnea | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Faye,Faye,C?n ti?ng Anh nghi v?n: Faye | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Eric,Eric,C?n ti?ng Anh nghi v?n: Eric | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talla,Talla,C?n ti?ng Anh nghi v?n: Talla | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Matis,Matis,C?n ti?ng Anh nghi v?n: Matis | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Emil,Emil,C?n ti?ng Anh nghi v?n: Emil | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Maciej,Maciej,C?n ti?ng Anh nghi v?n: Maciej | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Ivona,Ivona,C?n ti?ng Anh nghi v?n: Ivona | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Erisa,Erisa,C?n ti?ng Anh nghi v?n: Erisa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Libert,Libert,C?n ti?ng Anh nghi v?n: Libert | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Virio,Virio,C?n ti?ng Anh nghi v?n: Virio | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Ceres,Ceres,C?n ti?ng Anh nghi v?n: Ceres | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Nero,Nero,C?n ti?ng Anh nghi v?n: Nero | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Eskri,Eskri,C?n ti?ng Anh nghi v?n: Eskri | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Ovidius,Ovidius,C?n ti?ng Anh nghi v?n: Ovidius | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Vetto,Vetto,C?n ti?ng Anh nghi v?n: Vetto | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Garcia,Garcia,C?n ti?ng Anh nghi v?n: Garcia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
