en_source,vn_translate,loi_du_doan
Invite to a duel,Invite thách đấu,C?n ti?ng Anh nghi v?n: Invite | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Invite to a duel,Invite thách đấu,C?n ti?ng Anh nghi v?n: Invite | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Invite to a duel,Invite thách đấu,C?n ti?ng Anh nghi v?n: Invite | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Invite to a duel,Invite thách đấu,C?n ti?ng Anh nghi v?n: Invite | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Invite to a duel,Invite thách đấu,C?n ti?ng Anh nghi v?n: Invite | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Take a photo of the dancing Soliskin,Chụp ảnh Soliskin đang nhảy múa,C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Take a photo of the dancing Soliskin,Chụp ảnh Soliskin đang nhảy múa,C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Take a photo of the Soliskin and the Mech Reindeer,Chụp Soliskin cùng với Tuần Lộc Cơ Khí đi,C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Take a photo of the Soliskin and the Mech Reindeer,Chụp Soliskin cùng với Tuần Lộc Cơ Khí đi,C?n ti?ng Anh nghi v?n: Soliskin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Dig,Dig,C?n ti?ng Anh nghi v?n: Dig | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Move,Move,C?n ti?ng Anh nghi v?n: Move | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Invoice,Invoice,C?n ti?ng Anh nghi v?n: Invoice | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Fluffguin,Fluffguin,C?n ti?ng Anh nghi v?n: Fluffguin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Fluffguin,Fluffguin,C?n ti?ng Anh nghi v?n: Fluffguin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Fluffguin,Fluffguin,C?n ti?ng Anh nghi v?n: Fluffguin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Talk to Cantarella,Nói chuyện với Cantarella,C?n ti?ng Anh nghi v?n: Cantarella | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Use Sensor to search for hidden secrets,Dùng Sensor để tìm kiếm bí mật ẩn giấu,C?n ti?ng Anh nghi v?n: Sensor | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Use Sensor to search for hidden secrets,Dùng Sensor để tìm kiếm bí mật ẩn giấu,C?n ti?ng Anh nghi v?n: Sensor | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Dreamscape Node: Land of Swordsmanship,Mảnh Giấc Mơ: Land Kiếm Khách,C?n ti?ng Anh nghi v?n: Land | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Take less than 10 hits from Sagittario: {挑战3统计}/10,Bị Sagittario đánh trúng dưới 10 lần: {挑战3统计}/10,C?n ti?ng Anh nghi v?n: Sagittario | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Take less than 10 hits from Sagittario: 10/10,Bị Sagittario đánh trúng dưới 10 lần: 10/10,C?n ti?ng Anh nghi v?n: Sagittario | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Dreamscape Node: Land of Swordsmanship,Mảnh Giấc Mơ: Land Kiếm Khách,C?n ti?ng Anh nghi v?n: Land | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
