en_source,vn_translate,loi_du_doan
"It is said that the fates of the Fisalia heirs are bound to three towering spires, and this is one of them.","Người ta nói rằng số phận của những người thừa kế Fisalia gắn liền với ba ngọn tháp sừng sững, và đây là một trong số đó.",C?n ti?ng Anh nghi v?n: Fisalia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"It is said that the fates of the Fisalia heirs are bound to three towering spires, and this is one of them.","Người ta nói rằng số phận của những người thừa kế Fisalia gắn liền với ba ngọn tháp sừng sững, và đây là một trong số đó.",C?n ti?ng Anh nghi v?n: Fisalia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"A mysterious gateway has appeared, leading to a realm known as Somnoire. Legend has it that it hosts the dreams of all beings in Solaris...","Một cánh cổng bí ẩn đã xuất hiện, dẫn đến một thế giới gọi là Somnoire. Tương truyền, nơi đây chứa đựng những giấc mơ của tất cả sinh linh ở Solaris...",C?n ti?ng Anh nghi v?n: Somnoire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Once enabled, Acceleration stays active once triggered and can be toggled with a single press.","Sau khi kích hoạt, Acceleration sẽ duy trì trạng thái hoạt động và có thể bật/tắt bằng một lần nhấn.",C?n ti?ng Anh nghi v?n: Acceleration | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"Even if you are confined to a single dimension, the X-axis, you must continue moving forward in the correct direction.","Dù bị giới hạn trong một chiều duy nhất, trục X, bạn vẫn phải tiếp tục tiến về phía trước theo đúng hướng.",C?n ti?ng Anh nghi v?n: X | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"The looming shadow stares at you with its fiery eyes, as if trying to draw you back into the endless darkness. Enter the Somnoire with your trusted companions, link your minds and spirits, and relive your epic battle against the ever-lurking nightmare.","Bóng tối u ám nhìn chằm chằm vào bạn bằng đôi mắt rực lửa, như thể muốn kéo bạn trở lại bóng tối vô tận. Hãy bước vào Somnoire cùng những người bạn đáng tin cậy, kết nối tâm trí và tinh thần, và sống lại trận chiến hoành tráng chống lại cơn ác mộng luôn rình rập.",C?n ti?ng Anh nghi v?n: Somnoire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"The looming shadow stares at you with its fiery eyes, as if trying to draw you back into the endless darkness. Enter the Somnoire with your trusted companions, link your minds and spirits, and relive your epic battle against the ever-lurking nightmare.","Bóng tối u ám nhìn chằm chằm vào bạn bằng đôi mắt rực lửa, như thể muốn kéo bạn trở lại bóng tối vô tận. Hãy bước vào Somnoire cùng những người bạn đáng tin cậy, kết nối tâm trí và tinh thần, và sống lại trận chiến hoành tráng chống lại cơn ác mộng luôn rình rập.",C?n ti?ng Anh nghi v?n: Somnoire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"The looming shadow stares at you with its fiery eyes, as if trying to draw you back into the endless darkness. Enter the Somnoire with your trusted companions, link your minds and spirits, and relive your epic battle against the ever-lurking nightmare.","Bóng tối u ám nhìn chằm chằm vào bạn bằng đôi mắt rực lửa, như thể muốn kéo bạn trở lại bóng tối vô tận. Hãy bước vào Somnoire cùng những người bạn đáng tin cậy, kết nối tâm trí và tinh thần, và sống lại trận chiến hoành tráng chống lại cơn ác mộng luôn rình rập.",C?n ti?ng Anh nghi v?n: Somnoire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"The looming shadow stares at you with its fiery eyes, as if trying to draw you back into the endless darkness. Enter the Somnoire with your trusted companions, link your minds and spirits, and relive your epic battle against the ever-lurking nightmare.","Bóng tối u ám nhìn chằm chằm vào bạn bằng đôi mắt rực lửa, như thể muốn kéo bạn trở lại bóng tối vô tận. Hãy bước vào Somnoire cùng những người bạn đáng tin cậy, kết nối tâm trí và tinh thần, và sống lại trận chiến hoành tráng chống lại cơn ác mộng luôn rình rập.",C?n ti?ng Anh nghi v?n: Somnoire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"The looming shadow stares at you with its fiery eyes, as if trying to draw you back into the endless darkness. Enter the Somnoire with your trusted companions, link your minds and spirits, and relive your epic battle against the ever-lurking nightmare.","Bóng tối u ám nhìn chằm chằm vào bạn bằng đôi mắt rực lửa, như thể muốn kéo bạn trở lại bóng tối vô tận. Hãy bước vào Somnoire cùng những người bạn đáng tin cậy, kết nối tâm trí và tinh thần, và sống lại trận chiến hoành tráng chống lại cơn ác mộng luôn rình rập.",C?n ti?ng Anh nghi v?n: Somnoire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
"The looming shadow stares at you with its fiery eyes, as if trying to draw you back into the endless darkness. Enter the Somnoire with your trusted companions, link your minds and spirits, and relive your epic battle against the ever-lurking nightmare.","Bóng tối u ám nhìn chằm chằm vào bạn bằng đôi mắt rực lửa, như thể muốn kéo bạn trở lại bóng tối vô tận. Hãy bước vào Somnoire cùng những người bạn đáng tin cậy, kết nối tâm trí và tinh thần, và sống lại trận chiến hoành tráng chống lại cơn ác mộng luôn rình rập.",C?n ti?ng Anh nghi v?n: Somnoire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.25 | M?c ??: 5.5
