en_source,vn_translate,loi_du_doan
"Thank you for joining the Tidal Defense Simulator. {Cus:Ipt,Touch=Tap PC=Click Gamepad=Press} here to enter the stage.","Cảm ơn bạn đã tham gia Tidal Defense Simulator. {Cus:Ipt,Touch=Touch PC=click Gamepad=press} vào đây để vào sân đấu.",C?n ti?ng Anh nghi v?n: Defense; Simulator; Tidal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 15.0
"Thank you for joining the Tidal Defense Simulator. {Cus:Ipt,Touch=Tap PC=Click Gamepad=Press} here to enter the stage.","Cảm ơn bạn đã tham gia Tidal Defense Simulator. {Cus:Ipt,Touch=Touch PC=click Gamepad=press} vào đây để vào sân đấu.",C?n ti?ng Anh nghi v?n: Defense; Simulator; Tidal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 15.0
"{Cus:Ipt,Touch=Tap PC=Press Gamepad=Press} to select Combat Machines to deploy against Tacet Discords.","{Cus:Ipt,Touch=Touch PC=press Gamepad=press} để chọn Combat Machines triển khai chống lại Tacet Discords.",C?n ti?ng Anh nghi v?n: Combat; Discords; Machines | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 15.0
Your current Sim Credits and deployed Combat Machines are displayed here.,Số Sim Credits hiện tại và Combat Machine đã triển khai của bạn được hiển thị tại đây.,C?n ti?ng Anh nghi v?n: Combat; Credits; Sim | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 15.0
Your current Sim Credits and deployed Combat Machines are displayed here.,Số Sim Credits hiện tại và Combat Machine đã triển khai của bạn được hiển thị tại đây.,C?n ti?ng Anh nghi v?n: Combat; Credits; Sim | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 15.0
Your current Sim Credits and deployed Combat Machines are displayed here.,Số Sim Credits hiện tại và Combat Machine đã triển khai của bạn được hiển thị tại đây.,C?n ti?ng Anh nghi v?n: Combat; Credits; Sim | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 15.0
"Ember builds up during combat. When it reaches 100%, you'll enter the Burning Waves state.","Ember tích lũy trong chiến đấu. Khi đạt 100%, bạn sẽ bước vào trạng thái Burning Waves.",C?n ti?ng Anh nghi v?n: Burning; Ember; Waves | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 15.0
"{0}+{1} Ember builds up during combat. When it reaches 100%, you'll enter the Burning Waves state.","{0}+{1} Ember tích lũy trong chiến đấu. Khi đạt 100%, bạn sẽ vào trạng thái Burning Waves.",C?n ti?ng Anh nghi v?n: Burning; Ember; Waves | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 15.0
"Ember builds up during combat. When it reaches 100%, you'll enter the Burning Waves state.","Ember tích lũy trong chiến đấu. Khi đạt 100%, bạn sẽ bước vào trạng thái Burning Waves.",C?n ti?ng Anh nghi v?n: Burning; Ember; Waves | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 15.0
Throw your Feather Blade at the target to move quickly,Throw Feather Blade vào mục tiêu để di chuyển nhanh.,C?n ti?ng Anh nghi v?n: Blade; Feather; Throw | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 15.0
