en_source,vn_translate,loi_du_doan
Phoebe: <color=#d4bf5f>Outro Skill</color> Tutorial,Phoebe: <color=#d4bf5f>Outro Skill</color>,C?n ti?ng Anh nghi v?n: Outro; Phoebe; Skill | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Cantarella: <color=#d4bf5f>Basic Attack</color> Tutorial,Cantarella: <color=#d4bf5f>Basic Attack</color>,C?n ti?ng Anh nghi v?n: Attack; Basic; Cantarella | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Cantarella: <color=#d4bf5f>Heavy Attack</color> Tutorial I,Cantarella: Hướng dẫn <color=#d4bf5f>Heavy Attack</color>,C?n ti?ng Anh nghi v?n: Attack; Cantarella; Heavy | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Zani: <color=#d4bf5f>Basic Attack</color> Tutorial,Zani: <color=#d4bf5f>Basic Attack</color>,C?n ti?ng Anh nghi v?n: Attack; Basic; Zani | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Zani: <color=#d4bf5f>Heavy Attack</color> Tutorial,Zani: <color=#d4bf5f>Heavy Attack</color>,C?n ti?ng Anh nghi v?n: Attack; Heavy; Zani | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Chain Basic Attack,Basic Attack Chain,C?n ti?ng Anh nghi v?n: Attack; Basic; Chain | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Ciaccona: <color=#d4bf5f>Basic Attack</color> Tutorial,Ciaccona: Hướng dẫn <color=#d4bf5f>Basic Attack</color>,C?n ti?ng Anh nghi v?n: Attack; Basic; Ciaccona | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Ciaccona: <color=#d4bf5f>Heavy Attack</color> Tutorial,Ciaccona: Hướng dẫn <color=#d4bf5f>Heavy Attack</color>,C?n ti?ng Anh nghi v?n: Attack; Ciaccona; Heavy | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Cartethyia: <color=#d4bf5f>Basic Attack</color> Tutorial,Cartethyia: <color=#d4bf5f>Basic Attack</color>,C?n ti?ng Anh nghi v?n: Attack; Basic; Cartethyia | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Cartethyia: <color=#d4bf5f>Heavy Attack</color> Tutorial,Cartethyia: <color=#d4bf5f>Heavy Attack</color>,C?n ti?ng Anh nghi v?n: Attack; Cartethyia; Heavy | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Fleurdelys: <color=#d4bf5f>Basic Attack</color> Tutorial,Fleurdelys: <color=#d4bf5f>Basic Attack</color>,C?n ti?ng Anh nghi v?n: Attack; Basic; Fleurdelys | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Lupa: <color=#d4bf5f>Basic Attack</color> Tutorial 1,Lupa: <color=#d4bf5f>Basic Attack</color>,C?n ti?ng Anh nghi v?n: Attack; Basic; Lupa | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Lupa: <color=#d4bf5f>Basic Attack</color> Tutorial 2,Lupa: <color=#d4bf5f>Basic Attack</color>,C?n ti?ng Anh nghi v?n: Attack; Basic; Lupa | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Lupa: <color=#d4bf5f>Heavy Attack</color> Tutorial,Lupa: <color=#d4bf5f>Heavy Attack</color>,C?n ti?ng Anh nghi v?n: Attack; Heavy; Lupa | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Phrolova: <color=#d4bf5f>Basic Attack</color> Tutorial 1,Phrolova: <color=#d4bf5f>Basic Attack</color> 1,C?n ti?ng Anh nghi v?n: Attack; Basic; Phrolova | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Phrolova: <color=#d4bf5f>Basic Attack</color> Tutorial 2,Phrolova: <color=#d4bf5f>Basic Attack</color> 2,C?n ti?ng Anh nghi v?n: Attack; Basic; Phrolova | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Phrolova: <color=#d4bf5f>Heavy Attack</color> Tutorial,Phrolova: <color=#d4bf5f>Heavy Attack</color>,C?n ti?ng Anh nghi v?n: Attack; Heavy; Phrolova | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Iuno: <color=#d4bf5f>Basic Attack</color> Tutorial,Iuno: <color=#d4bf5f>Basic Attack</color>,C?n ti?ng Anh nghi v?n: Attack; Basic; Iuno | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Iuno: <color=#d4bf5f>Heavy Attack</color> Tutorial,Iuno: <color=#d4bf5f>Heavy Attack</color>,C?n ti?ng Anh nghi v?n: Attack; Heavy; Iuno | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Augusta: <color=#d4bf5f>Basic Attack</color> Tutorial,Augusta: Hướng dẫn <color=#d4bf5f>Basic Attack</color>,C?n ti?ng Anh nghi v?n: Attack; Augusta; Basic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Augusta: <color=#d4bf5f>Heavy Attack</color> Tutorial,Augusta: <color=#d4bf5f>Heavy Attack</color>,C?n ti?ng Anh nghi v?n: Attack; Augusta; Heavy | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Sigrika: <color=#d4bf5f>Basic Attack</color> Tutorial,Sigrika: <color=#d4bf5f>Basic Attack</color>,C?n ti?ng Anh nghi v?n: Attack; Basic; Sigrika | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Sigrika: <color=#d4bf5f>Heavy Attack</color> Tutorial,Sigrika: <color=#d4bf5f>Heavy Attack</color>,C?n ti?ng Anh nghi v?n: Attack; Heavy; Sigrika | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Aemeath form: <color=#d4bf5f>Basic Attack</color> Tutorial,Hình dạng Aemeath: Hướng dẫn <color=#d4bf5f>Basic Attack</color>,C?n ti?ng Anh nghi v?n: Aemeath; Attack; Basic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Heavy Attack - Geopotential Shift DMG,Heavy Attack - Sát Thương Shift Địa Thế,C?n ti?ng Anh nghi v?n: Attack; Heavy; Shift | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Basic Attack Stage 1,Stage 1 Basic Attack,C?n ti?ng Anh nghi v?n: Attack; Basic; Stage | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Cosmos: Heavy Attack DMG,Cosmos: Sát Thương Heavy Attack,C?n ti?ng Anh nghi v?n: Attack; Cosmos; Heavy | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Cosmos: Heavy Attack: Mayhem,Cosmos: Heavy Attack: Hỗn Loạn,C?n ti?ng Anh nghi v?n: Attack; Cosmos; Heavy | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Yellow Light: Basic Attack,Light Vàng: Basic Attack,C?n ti?ng Anh nghi v?n: Attack; Basic; Light | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Red Light: Basic Attack 1 DMG,Light Đỏ: Sát Thương Attack 1 Basic 1,C?n ti?ng Anh nghi v?n: Attack; Basic; Light | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Red Light: Basic Attack 2 DMG,Light Đỏ: Sát Thương Basic Attack 2,C?n ti?ng Anh nghi v?n: Attack; Basic; Light | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Red Light: Basic Attack 3 DMG,Light Đỏ: Sát Thương Basic Attack 3,C?n ti?ng Anh nghi v?n: Attack; Basic; Light | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Red Light: Heavy Attack DMG,Light Đỏ: Sát Thương Heavy Attack,C?n ti?ng Anh nghi v?n: Attack; Heavy; Light | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Heavy Attack: Starflower Blooms Damage,Heavy Attack: Sát Thương Starflower Nở,C?n ti?ng Anh nghi v?n: Attack; Heavy; Starflower | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Heavy Attack - Aftertune DMG,Heavy Attack - Aftertune Sát Thương,C?n ti?ng Anh nghi v?n: Aftertune; Attack; Heavy | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Full Charge Heavy Attack DMG,Sát Thương Heavy Attack Full Năng Lượng,C?n ti?ng Anh nghi v?n: Attack; Full; Heavy | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Umbra: Heavy Attack DMG,Umbra: Sát Thương Heavy Attack,C?n ti?ng Anh nghi v?n: Attack; Heavy; Umbra | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Incarnation - Basic Attack 1 DMG,Incarnation - Sát Thương Attack 1 Basic 1,C?n ti?ng Anh nghi v?n: Attack; Basic; Incarnation | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Incarnation - Basic Attack 2 DMG,Incarnation - Sát Thương Basic Attack 2,C?n ti?ng Anh nghi v?n: Attack; Basic; Incarnation | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Incarnation - Basic Attack 3 DMG,Incarnation - Sát Thương Basic Attack 3,C?n ti?ng Anh nghi v?n: Attack; Basic; Incarnation | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Incarnation - Basic Attack 4 DMG,Incarnation - Sát Thương Basic Attack 4,C?n ti?ng Anh nghi v?n: Attack; Basic; Incarnation | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Incarnation - Heavy Attack DMG,Incarnation - Sát Thương Heavy Attack,C?n ti?ng Anh nghi v?n: Attack; Heavy; Incarnation | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Heavy Attack - Mech Charged I DMG,Heavy Attack - Sát Thương Nạp Cơ Khí I,C?n ti?ng Anh nghi v?n: Attack; Heavy; I | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Heavy Attack - Mech Charged II DMG,Heavy Attack - Sát Thương Nạp Cơ Khí II,C?n ti?ng Anh nghi v?n: Attack; Heavy; II | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Form Switch Cooldown,Cooldown Form Switch,C?n ti?ng Anh nghi v?n: Cooldown; Form; Switch | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Basic Attack - Foreclaimed Self Stage 1 DMG,Basic Attack - Tự Xưng Stage 1 Sát Thương,C?n ti?ng Anh nghi v?n: Attack; Basic; Stage | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Basic Attack - Foreclaimed Self Stage 2 DMG,Basic Attack - Tự Xưng Stage 2 Sát Thương,C?n ti?ng Anh nghi v?n: Attack; Basic; Stage | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Basic Attack - Foreclaimed Self Stage 3 DMG,Basic Attack - Tự Xưng Stage 3 Sát Thương,C?n ti?ng Anh nghi v?n: Attack; Basic; Stage | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Basic Attack - Foreclaimed Self Stage 4 DMG,Basic Attack - Tự Xưng Stage 4 Sát Thương,C?n ti?ng Anh nghi v?n: Attack; Basic; Stage | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Basic Attack - Foreclaimed Self Stage 5 DMG,Basic Attack - Tự Xưng Stage 5 Sát Thương,C?n ti?ng Anh nghi v?n: Attack; Basic; Stage | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Heavy Attack - Bitterfrost: Foreclaimed Self DMG,Heavy Attack - Bitterfrost: Tự Kết Tội Sát Thương,C?n ti?ng Anh nghi v?n: Attack; Bitterfrost; Heavy | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Basic Attack - Iai DMG,Basic Attack - Sát Thương Iai,C?n ti?ng Anh nghi v?n: Attack; Basic; Iai | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Casting Intro Skill grants Interim GPA Levels.,Kích hoạt Intro Skill sẽ tăng cấp GPA Tạm Thời.,C?n ti?ng Anh nghi v?n: GPA; Intro; Skill | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
"Launch <color=#f97507>{1}</color> attacks, each dealing Power Strike DMG equal to <color=#f97507>{0}</color> of ATK. Increase Combo hit count by <color=#f97507>{2}</color>.","Phóng <color=#f97507>{1}</color> đòn tấn công, mỗi đòn gây Sát Thương Đòn Trọng Lực bằng <color=#f97507>{0}</color> Tấn Công. Increase số hit Combo lên <color=#f97507>{2}</color>.",C?n ti?ng Anh nghi v?n: Combo; hit; Increase | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Sử dụng Outro Skill của Qiuyuan 100 lần.,Sử dụng Outro Skill của Qiuyuan 100 lần.,C?n ti?ng Anh nghi v?n: Outro; Qiuyuan; Skill | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
Trigger the Intro Skill 20 times.,Trigger Intro Skill 20 lần.,C?n ti?ng Anh nghi v?n: Intro; Skill; Trigger | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 25.0
