en_source,vn_translate,loi_du_doan
"Transform into Crystal Scorpion and enter a Parry State. Counterattack when the Parry State is over, dealing {0} Physical DMG.
CD: {1}s","Biến thành Crystal Scorpion và vào trạng thái Dodge. Counterattack khi trạng thái Dodge kết thúc, gây {0} Sát Thương Physical.
Hồi chiêu: {1}s",C?n ti?ng Anh nghi v?n: Counterattack; Crystal; Physical; s; Scorpion | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.625 | M?c ??: 21.25
"<color=#e4c69b>Superpower</color> <color=#fb6464>(Unactivated)</color> - For each Special Skill this Echo has, it deals {0} more DMG to enemy Echoes during the Battle Stage, stacking up to {1} times.","<color=#e4c69b>Superpower</color> <color=#fb6464>(Unactivated)</color> - Với mỗi Kỹ Năng Special mà Resonator này sở hữu, nó gây thêm {0} Sát Thương lên Resonator địch trong Battle Stage, cộng dồn tối đa {1} lần.",C?n ti?ng Anh nghi v?n: Battle; Special; Stage; Superpower; Unactivated | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.625 | M?c ??: 21.25
"Entering <color=Highlight><te href=851105>Boost - Sprint</te></color> summons an additional <color=Highlight><te href=851116>Burst - Shock Impact</te></color>, dealing DMG to targets equal to <color=Highlight>{0}</color> of the caster's Max HP.","Khi kích hoạt <color=Highlight><te href=851105>Boost - Sprint</te></color>, sẽ triệu hồi thêm <color=Highlight><te href=851116>Burst - Shock Impact</te></color>, gây Sát Thương lên mục tiêu bằng <color=Highlight>{0}</color> HP tối đa của Resonator.",C?n ti?ng Anh nghi v?n: Boost; Burst; Impact; Shock; Sprint | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.625 | M?c ??: 21.25
Entering <color=Highlight><te href=851114>Boost - Coffee's Shelter</te></color> additionally grants a Shield equal to <color=Highlight>{0}</color> of the Resonator's ATK for <color=Highlight>{1}s</color>.,"Khi kích hoạt <color=Highlight><te href=851114>Boost - Coffee's Shelter</te></color>, sẽ nhận thêm Shield tương đương <color=Highlight>{0}</color> Tấn Công của Resonator trong <color=Highlight>{1}s</color>.",C?n ti?ng Anh nghi v?n: Boost; Coffee's; s; Shelter; Shield | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.625 | M?c ??: 21.25
"The duration of Vining Waltz is increased by {0}s.

<size=40><color=Title>Fun Fact</color></size>
Camellya absolutely hates the cold. In extreme temperatures, she can actually slip into a hibernation-like sleep. ""No worries,"" she jokes, ""I'll just bloom again in the spring.""","Thời gian của Vining Waltz tăng thêm {0} giây.

<size=40><color=Title>Fun Fact</color></size>
Camellya cực kỳ sợ lạnh. Ở nhiệt độ khắc nghiệt, cô ấy có thể rơi vào trạng thái ngủ đông. ""Đừng lo,"" cô ấy đùa, ""mùa xuân đến là mình lại nở hoa thôi.""",C?n ti?ng Anh nghi v?n: Camellya; Fact; Fun; Vining; Waltz | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.625 | M?c ??: 21.25
"The DEF of the targets pulled in by Mind Storm is reduced by {0}.

<size=40><color=Title>Fun Fact</color></size>
Roccia always ducks out of singing performances. She gets nervous singing in front of others, and when she's nervous, she tends to go off-key, which only makes her even more nervous.","Giảm {0} Phòng Ngự của mục tiêu bị kéo vào bởi Mind Storm.

<size=40><color=Title>Fun Fact</color></size>
Roccia luôn lẩn tránh khi phải hát trước đám đông. Cô ấy rất ngại hát trước mặt người khác, và khi lo lắng, cô ấy thường bị lệch tông, khiến cô càng thêm căng thẳng.",C?n ti?ng Anh nghi v?n: Fact; Fun; Mind; Roccia; Storm | S? t?/c?m nghi v?n: 5 | T? l? nghi v?n: 0.625 | M?c ??: 21.25
"<color=Highlight>Impermanence Heron</color>
- For 15s after defeating Impermanence Heron, all Resonators in the team are immune to damage.
- When Impermanence Heron hits a Resonator, the Resonator loses 4% of Max HP per second for 6s when they are on the field, and 2% of Max HP per second for 6s off the field. This effect cannot reduce HP to 0.
- When the Resonator's HP is above 50%, Impermanence Heron takes 10% more total DMG.","<color=Highlight>Impermanence Heron</color>
- Trong 15 giây sau khi đánh bại Impermanence Heron, tất cả Resonators trong đội đều miễn nhiễm sát thương.
- Khi Impermanence Heron tấn công Resonators, mục tiêu sẽ mất 4% HP tối đa mỗi giây trong 6 giây khi đang ở trên chiến trường, và 2% HP tối đa mỗi giây trong 6 giây khi rời khỏi chiến trường. Hiệu ứng này không thể hạ HP xuống 0.
- Khi HP của Resonators trên 50%, Impermanence Heron chịu thêm 10% tổng sát thương.",C?n ti?ng Anh nghi v?n: Heron; Impermanence | S? t?/c?m nghi v?n: 8 | T? l? nghi v?n: 0.32 | M?c ??: 21.2
"Spacetrek Collective ""Synth Armament"" Series
Model: SCSA-LHRi-BB325042

Forged from compound technology that fuses Exostrider biomorphic components with Tacetite, this weapon offers two core features: frequency auto-adaptation and user binding. Its power scales directly with the wielder's Forte, growing sharper through dedicated Forte training.

The light patterns along the blade shift in response to the wielder's frequency fluctuations. It crystallizes reason into a concentrated force—a tool to cut through obstacles as well as a measure for charting the unknown. Ideal for the edge breakers who carve their path forward with unwavering resolve.","Dòng ""Vũ Khí Tổng Hợp"" của Spacetrek Collective
Mẫu: SCSA-LHRi-BB325042

Được rèn từ công nghệ phức hợp kết hợp các thành phần sinh học Exostrider với Tacetite, vũ khí này sở hữu hai đặc tính cốt lõi: tự điều chỉnh tần số và liên kết với người sử dụng. Sức mạnh của nó tỷ lệ thuận với Forte của người sử dụng, trở nên sắc bén hơn qua quá trình rèn luyện Forte chuyên sâu.

Các hoa văn ánh sáng dọc lưỡi kiếm thay đổi theo sự dao động tần số của người sử dụng. Nó kết tinh lý trí thành một sức mạnh tập trung—vừa là công cụ để phá vỡ chướng ngại, vừa là thước đo để khám phá những điều chưa biết. Hoàn hảo cho những kẻ phá vỡ giới hạn, những người tự khắc họa con đường bằng ý chí kiên định.",C?n ti?ng Anh nghi v?n: Collective; Exostrider; LHRi; SCSA; Spacetrek; Tacetite | S? t?/c?m nghi v?n: 6 | T? l? nghi v?n: 0.316 | M?c ??: 21.16
"Spacetrek Collective ""Synth Armament"" Series
Model: SCSA-LHRi-BB325042

Forged from compound technology that fuses Exostrider biomorphic components with Tacetite, this weapon offers two core features: frequency auto-adaptation and user binding. Its power scales directly with the wielder's Forte, growing sharper through dedicated Forte training.

The light patterns along the blade shift in response to the wielder's frequency fluctuations. It crystallizes reason into a concentrated force—a tool to cut through obstacles as well as a measure for charting the unknown. Ideal for the edge breakers who carve their path forward with unwavering resolve.","Dòng ""Vũ Khí Tổng Hợp"" của Spacetrek Collective
Mẫu: SCSA-LHRi-BB325042

Được rèn từ công nghệ phức hợp kết hợp các thành phần sinh học Exostrider với Tacetite, vũ khí này sở hữu hai đặc tính cốt lõi: tự điều chỉnh tần số và liên kết với người sử dụng. Sức mạnh của nó tỷ lệ thuận với Forte của người sử dụng, trở nên sắc bén hơn qua quá trình rèn luyện Forte chuyên sâu.

Các hoa văn ánh sáng dọc lưỡi kiếm thay đổi theo sự dao động tần số của người sử dụng. Nó kết tinh lý trí thành một sức mạnh tập trung—vừa là công cụ để phá vỡ chướng ngại, vừa là thước đo để khám phá những điều chưa biết. Hoàn hảo cho những kẻ phá vỡ giới hạn, những người tự khắc họa con đường bằng ý chí kiên định.",C?n ti?ng Anh nghi v?n: Collective; Exostrider; LHRi; SCSA; Spacetrek; Tacetite | S? t?/c?m nghi v?n: 6 | T? l? nghi v?n: 0.316 | M?c ??: 21.16
"Spacetrek Collective ""Synth Armament"" Series
Model: SCSA-LHRi-BB325042

Forged from compound technology that fuses Exostrider biomorphic components with Tacetite, this weapon offers two core features: frequency auto-adaptation and user binding. Its power scales directly with the wielder's Forte, growing sharper through dedicated Forte training.

The light patterns along the blade shift in response to the wielder's frequency fluctuations. It crystallizes reason into a concentrated force—a tool to cut through obstacles as well as a measure for charting the unknown. Ideal for the edge breakers who carve their path forward with unwavering resolve.","Dòng ""Vũ Khí Tổng Hợp"" của Spacetrek Collective
Mẫu: SCSA-LHRi-BB325042

Được rèn từ công nghệ phức hợp kết hợp các thành phần sinh học Exostrider với Tacetite, vũ khí này sở hữu hai đặc tính cốt lõi: tự điều chỉnh tần số và liên kết với người sử dụng. Sức mạnh của nó tỷ lệ thuận với Forte của người sử dụng, trở nên sắc bén hơn qua quá trình rèn luyện Forte chuyên sâu.

Các hoa văn ánh sáng dọc lưỡi kiếm thay đổi theo sự dao động tần số của người sử dụng. Nó kết tinh lý trí thành một sức mạnh tập trung—vừa là công cụ để phá vỡ chướng ngại, vừa là thước đo để khám phá những điều chưa biết. Hoàn hảo cho những kẻ phá vỡ giới hạn, những người tự khắc họa con đường bằng ý chí kiên định.",C?n ti?ng Anh nghi v?n: Collective; Exostrider; LHRi; SCSA; Spacetrek; Tacetite | S? t?/c?m nghi v?n: 6 | T? l? nghi v?n: 0.316 | M?c ??: 21.16
