en_source,vn_translate,loi_du_doan
"Changli appears in mid-air, attacks the target, and enters <color=Highlight><te href=850003>True Sight</te></color>, lasting for 12s.","Changli xuất hiện giữa không trung, tấn công mục tiêu và bước vào <color=Highlight><te href=850003>True Sight</te></color>, kéo dài trong 12 giây.",C?n ti?ng Anh nghi v?n: Changli; Sight; True | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 18.0
"Enter <color=Highlight><te href=850043>Yellow Light Mode</te></color> and attack the target, dealing <color=Thunder>Electro DMG</color>.","Kích hoạt <color=Highlight><te href=850043>Yellow Light Mode</te></color> và tấn công mục tiêu, gây <color=Thunder>Electro DMG</color>.",C?n ti?ng Anh nghi v?n: Light; Mode; Yellow | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 18.0
Mid-air Attack STA Cost,Chi Phí STA Mid-air Attack,C?n ti?ng Anh nghi v?n: air; Attack; Mid | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 18.0
Mid-air Attack STA Cost,Chi Phí STA Mid-air Attack,C?n ti?ng Anh nghi v?n: air; Attack; Mid | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 18.0
Enter <color=Highlight>Yellow Light Mode</color> and deal <color=Thunder>Electro DMG</color>.,Kích hoạt <color=Highlight>Yellow Light Mode</color> và gây <color=Thunder>Electro DMG</color>.,C?n ti?ng Anh nghi v?n: Light; Mode; Yellow | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 18.0
Mid-air Attack - Mech STA Cost,Mid-air Attack - Tiêu Hao STA Máy Móc,C?n ti?ng Anh nghi v?n: air; Attack; Mid | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 18.0
Mid-air Attack STA Cost,Chi Phí STA Mid-air Attack,C?n ti?ng Anh nghi v?n: air; Attack; Mid | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 18.0
Soliskin to the Aid DMG,Soliskin to the Aid DMG,C?n ti?ng Anh nghi v?n: Aid; Soliskin; to | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 18.0
Mid-air Attack - Stagecraft Form STA Cost,Mid-air Attack - Tiêu Hao STA Dạng Nghệ Thuật Sân Khấu,C?n ti?ng Anh nghi v?n: air; Attack; Mid | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 18.0
Mid-air Attack - Present Self STA Cost,Mid-air Attack - Tiêu Hao STA Tự Hiện Tại,C?n ti?ng Anh nghi v?n: air; Attack; Mid | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.6 | M?c ??: 18.0
