en_source,vn_translate,loi_du_doan
"Passing through the mist, you encounter Aalto on patrol. After you recount your recent experience, he speculates that the blue figure you just saw might be the Shorekeeper from the Black Shores. However, the immediate priority is to upload the abnormal frequency to the Tethys System for analysis. Meanwhile, the Black Shores seem to be grappling with certain anomalies...","Đi xuyên qua màn sương, các cậu gặp Aalto đang tuần tra. Sau khi nghe lại trải nghiệm vừa rồi của các cậu, anh ta đoán rằng nhân vật áo xanh kia có thể là Shorekeeper đến từ Black Shores. Tuy nhiên, ưu tiên trước mắt là tải tần số bất thường lên hệ thống Tethys để phân tích. Trong khi đó, Black Shores dường như đang gặp phải vài bất thường...",C?n ti?ng Anh nghi v?n: Aalto; Black; Shorekeeper; Shores; Tethys | S? t?/c?m nghi v?n: 7 | T? l? nghi v?n: 0.368 | M?c ??: 22.68
"An old, faded edition of the <i>Codex of the Deep</i>, handbound by a loving and devout mother. 

A proper, dutiful <te href=850100>Acolyte</te> should be well-versed in the contents of the Codex, holding the <te href=850083>Sentinel</te>'s guidance close to heart. Phoebe always adhered to the teachings in her heart, though, if truth be told, she preferred the color of the sky to that of the sea.

""The Codex says that suffering brings us closer to the Divinity. But I still hope for a peaceful and happy life for you, my child.""","Một bản cũ phai màu của <i>Codex of the Deep</i>, được đóng tay bởi một người mẹ tận tụy và sùng đạo.

Một <te href=850100>Acolyte</te> chính thống và tận tâm phải thông thạo nội dung của Codex, luôn ghi nhớ lời dạy của <te href=850083>Sentinel</te> trong tim. Phoebe luôn tuân theo những lời dạy ấy, dù thực lòng mà nói, cô thích màu sắc của bầu trời hơn là màu của biển.

*""Codex nói rằng đau khổ đưa ta đến gần Thần tính hơn. Nhưng mẹ vẫn mong con có một cuộc sống bình yên và hạnh phúc.""*",C?n ti?ng Anh nghi v?n: Acolyte; Codex; Deep; of; Phoebe | S? t?/c?m nghi v?n: 7 | T? l? nghi v?n: 0.368 | M?c ??: 22.68
"Captain Ahab and Bertoli, a biologist from the Pioneer Association, once had a heated debate over the name of this fish. Ahab insisted that its fondness for sunbathing warranted the name ""Sunfish,"" to which Bertoli retorted, ""Then why not just call it 'Dried Flatfish' instead?""

<color=#b9b9b9>This mutant variant seems to have been affected by the conflicting forces of the Sentinel and the Threnodian. Its altered appearance exhibits striking differences from the wild type, making it a captivating prize for collectors willing to pay a hefty price.</color>","Thuyền trưởng Ahab và Bertoli, nhà sinh vật học của Pioneer Association, từng có một cuộc tranh cãi nảy lửa về tên gọi của loài cá này. Ahab khăng khăng rằng sở thích phơi nắng của nó xứng đáng được gọi là ""Sunfish"", thì Bertoli đáp lại: ""Vậy sao không gọi luôn là 'Cá Khô Dẹt' cho rồi?""

<color=#b9b9b9>Biến thể đột biến này dường như đã bị ảnh hưởng bởi những xung đột giữa Sentinel và Threnodian. Ngoại hình biến đổi của nó khác biệt rõ rệt so với loại hoang dã, trở thành một món hời hấp dẫn cho những nhà sưu tầm sẵn sàng chi trả giá cao.</color>",C?n ti?ng Anh nghi v?n: Ahab; Association; Bertoli; Pioneer; Sunfish | S? t?/c?m nghi v?n: 7 | T? l? nghi v?n: 0.368 | M?c ??: 22.68
"Location: West - Tiancheng Suburbs - Huanglong
Description: As a part of the Choral Calculus Network, Choral Beacons acts as small base stations to record field data and transmits them to the C.C.C. It effectively solves the problem of limited coverage of the Center, being a field roadmap to provide guidance to travelers.","Địa điểm: Phía Tây - Outskirt Tiancheng - Huanglong
Mô tả: Là một phần của Mạng Lưới Choral Calculus, Đèn Hiệu Choral đóng vai trò như các trạm cơ sở nhỏ ghi lại dữ liệu thực địa và truyền về C.C.C. Nó giải quyết hiệu quả vấn đề phủ sóng hạn chế của Trung Tâm, đóng vai trò như bản đồ thực địa để dẫn đường cho du khách.",C?n ti?ng Anh nghi v?n: C; Calculus; Choral; Tiancheng | S? t?/c?m nghi v?n: 7 | T? l? nghi v?n: 0.467 | M?c ??: 22.67
"Location: North of Incineranur - Forsaken Abundance - Huanglong
Description: As a part of the Choral Calculus Network, Choral Beacons acts as small base stations to record field data and transmits them to the C.C.C. It effectively solves the problem of limited coverage of the Center, being a field roadmap to provide guidance to travelers.","Địa điểm: Phía Bắc Incineranur - Land Phì Nhuận Bị Lãng Quên - Huanglong
Mô tả: Là một phần của Mạng Lưới Choral Calculus, Choral Beacon đóng vai trò như các trạm cơ sở nhỏ ghi lại dữ liệu thực địa và truyền về C.C.C. Nó giải quyết hiệu quả vấn đề vùng phủ sóng hạn chế của Trung Tâm, đồng thời là bản đồ dẫn đường cho những người du hành trên thực địa.",C?n ti?ng Anh nghi v?n: C; Calculus; Choral; Incineranur | S? t?/c?m nghi v?n: 7 | T? l? nghi v?n: 0.467 | M?c ??: 22.67
"Location: Old Dam Site - Whining Aix's Mire - Huanglong
Description: As a part of the Choral Calculus Network, Choral Beacons acts as small base stations to record field data and transmits them to the C.C.C. It effectively solves the problem of limited coverage of the Center, being a field roadmap to provide guidance to travelers.","Địa điểm: Địa Điểm Đập Cũ - Bãi Lầy Whining Aix - Huanglong
Mô tả: Là một phần của Mạng Lưới Choral Calculus, Choral Beacon đóng vai trò như các trạm cơ sở nhỏ ghi lại dữ liệu thực địa và truyền về C.C.C. Nó giải quyết hiệu quả vấn đề vùng phủ sóng hạn chế của Trung Tâm, đồng thời là bản đồ dẫn đường cho những người du hành trên thực địa.",C?n ti?ng Anh nghi v?n: C; Calculus; Choral; Whining | S? t?/c?m nghi v?n: 7 | T? l? nghi v?n: 0.467 | M?c ??: 22.67
"Near the Three Heroes' Crest, you and your companions battled the Dark Tide head-on. To end its corruption and prevent the descent of the Journeying Paradise, you ventured directly into the heart of the Dark Tide.","Gần đỉnh Tam Anh Hùng, cậu và đồng đội đã đối đầu trực diện với Dark Tide. Để chấm dứt sự ô uế và ngăn chặn Journeying Paradise giáng xuống, cậu đã tiến thẳng vào trung tâm của Dark Tide.",C?n ti?ng Anh nghi v?n: Dark; Journeying; Paradise; Tide | S? t?/c?m nghi v?n: 6 | T? l? nghi v?n: 0.667 | M?c ??: 22.67
"During the Support Phase, players can <color=#ffd12f>support</color> their favorite Cube by <color=#ffd12f>predicting</color> that it will be the <color=#ffd12f>Match Winner</color>.
<color=#ffd12f>Supporting</color> a Cube consumes a player's Popularity. <color=#ffd12f>Popularity</color> can be obtained by completing the event's <color=#ffd12f>Daily Tasks</color>.
If the Cube you Supported wins, you will <color=#ffd12f>receive Popularity Rewards</color> based on [Popularity Given] x [Underdog Odds].
If your prediction turns out wrong, 80% of the Popularity spent on Support will be refunded.","Trong Giai Đoạn Hỗ Trợ, người chơi có thể <color=#ffd12f>ủng hộ</color> Cube yêu thích bằng cách <color=#ffd12f>dự đoán</color> rằng nó sẽ là <color=#ffd12f>Quán Quân Trận Đấu</color>.
<color=#ffd12f>Ủng hộ</color> một Cube sẽ tiêu tốn Điểm Phổ Biến của người chơi. <color=#ffd12f>Điểm Phổ Biến</color> có thể kiếm được bằng cách hoàn thành <color=#ffd12f>Daily Tasks</color> của sự kiện.
Nếu Cube mà bạn ủng hộ chiến thắng, bạn sẽ <color=#ffd12f>nhận được Phần Thưởng Điểm Phổ Biến</color> dựa trên [Điểm Phổ Biến Đã Dành] x [Tỷ Lệ Thua Lợi].
Nếu dự đoán của bạn sai, 80% Điểm Phổ Biến đã dùng để ủng hộ sẽ được hoàn lại.",C?n ti?ng Anh nghi v?n: Cube; Daily; Tasks; x | S? t?/c?m nghi v?n: 6 | T? l? nghi v?n: 0.667 | M?c ??: 22.67
"Dried fish made from Tetra. The fish is usually brought to Yuanwu Boxing Gym by Lingyang, as a thank-you to Mimi for ""sparring"" with him. When Mimi can't finish her fish, Yuanwu dries it out for future use.","Cá khô làm từ cá Tetra. Loại cá này thường được Lingyang mang đến Võ đường Yuanwu để tặng Mimi như lời cảm ơn vì đã ""đối luyện"" với cậu. Khi Mimi không ăn hết, Yuanwu sẽ phơi khô để dành dùng sau.",C?n ti?ng Anh nghi v?n: Lingyang; Mimi; Tetra; Yuanwu | S? t?/c?m nghi v?n: 6 | T? l? nghi v?n: 0.667 | M?c ??: 22.67
"[About]
The clouds above bear witness to echoing battle cries, the wild lands remember the footsteps of warriors, and rushing currents carry the fiery passion of the brave. Here, every corner holds shining tributes to a glorious history. The towering cities, spires, and mighty walls forged by the people of the Septimont stand as enduring proof of their strength and resolve.

At the harbor, you meet a quarreling father and daughter. This unexpected encounter sets you on a journey to uncover the rich history of Septimont...

[Eligibility]
Complete Main Quest Chapter II Act V ""Shadow of Glory"" and Side Quest ""Scale of Past.""

[Event Rules]
Explore areas according to the clues to collect the scattered Chrono Traces.
Collect all the Chrono Traces to receive Astrites and other rewards.
More Chrono Traces will be available for collection in other areas in the future...

This system is permanently available, and Scale of Past can still be accessed via Trace Scale after Uncovering Past Heroes event ends.","Về sự kiện
Mây trời chứng kiến tiếng hò reo trận mạc, đất hoang ghi dấu bước chân của những chiến binh, dòng nước cuồn cuộn mang theo ngọn lửa nhiệt huyết của kẻ dũng cảm. Nơi đây, mỗi ngóc ngách đều chứa đựng những di vật rực rỡ của một lịch sử hào hùng. Những thành phố cao chót vót, những ngọn tháp sừng sững và những bức tường kiên cố do người dân Septimont dựng nên chính là minh chứng bất diệt cho sức mạnh và ý chí của họ.

Tại bến cảng, cậu gặp một người cha và con gái đang cãi vã. Cuộc gặp gỡ bất ngờ này đưa cậu vào hành trình khám phá lịch sử phong phú của Septimont...

Điều kiện tham gia
Hoàn thành Chương II Act V ""Shadow Glory"" trong Nhiệm Vụ Chính và Nhiệm Vụ Phụ ""Vảy Quá Khứ"".

Thể lệ sự kiện
Explore các khu vực theo manh mối để thu thập những Dấu Vết Thời Gian rải rác.
Thu thập đủ Dấu Vết Thời Gian để nhận Astrites và các phần thưởng khác.
Trong tương lai, sẽ có thêm nhiều Dấu Vết Thời Gian ở các khu vực khác...

Hệ thống này sẽ tồn tại vĩnh viễn, và ""Vảy Quá Khứ"" vẫn có thể truy cập qua Thang Dấu Vết sau khi sự kiện ""Khám Phá Anh Hùng Quá Khứ"" kết thúc.",C?n ti?ng Anh nghi v?n: Act; Astrites; Explore; Glory; II; Shadow; V | S? t?/c?m nghi v?n: 7 | T? l? nghi v?n: 0.163 | M?c ??: 22.63
