en_source,vn_translate,loi_du_doan
The figure's eyes shined like stars under the dark clouds. {Male=He;Female=She} merely pointed a finger for the Mianloong Chamber to open and the Sentinel to pierce through the sky.,"Dưới bầu trời mây đen kịt, đôi mắt của nhân vật ấy sáng rực như sao. {Male=Hắn;Female=Cô} chỉ cần đưa ngón tay ra lệnh, cánh cửa Mianloong Chamber mở toang, và Sentinel lao vút lên trời.",C?n ti?ng Anh nghi v?n: Chamber; Mianloong | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.25 | M?c ??: 8.5
"Yes... Wuli told me that he's researched and found an untouched paradise on Mt. Firmament. A place where time stands still. He said if I lived there, my condition would never worsen...","Ừ... Wuli bảo với ta rằng cậu ấy đã nghiên cứu và tìm ra một thiên đường nguyên sơ trên Núi Firmament. Một nơi thời gian ngừng trôi. Cậu ấy nói nếu ta sống ở đó, tình trạng của ta sẽ không bao giờ tệ hơn...",C?n ti?ng Anh nghi v?n: Firmament; Wuli | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.25 | M?c ??: 8.5
"Mt. Firmament used to have Temporal Disruptions caused by its tumultuous history. However, thanks to Magistrate Jinhsi and Rover, these disruptions have been dealt with. Or so we had hoped.","Núi Firmament từng gặp phải những Rối Loạn Thời Gian do lịch sử đầy biến động. Nhưng nhờ Quan Phủ Jinhsi và Rover, những rối loạn đó đã được giải quyết. Ít nhất, chúng ta đã hy vọng như vậy.",C?n ti?ng Anh nghi v?n: Firmament; Jinhsi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.25 | M?c ??: 8.5
"It shares similar frequencies with Tacet Discords' Reverberations. It resembles an Echo processed by the Data Bank, stored inside your body instead of a Terminal.","Nó có tần số tương đồng với Dư Âm của Tacet Discord. Giống như một Bản Sao được xử lý bởi Data Bank, lưu trữ trong cơ thể cậu thay vì Terminal.",C?n ti?ng Anh nghi v?n: Bank; Data | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.25 | M?c ??: 8.5
"Our Sentinel Jué can look into the future. Nothing ever deviates from its predictions. It has already sort of guided you to the Norfall Barrens through Madam Magistrate's messages, right?","Sentinel Jué của chúng ta có thể nhìn thấy tương lai. Không gì có thể thoát khỏi dự đoán của nó. Nó đã dẫn dắt cậu đến vùng Norfall Barrens qua những tin nhắn của Quý Bà Quan Chấp, phải không?",C?n ti?ng Anh nghi v?n: Barrens; Norfall | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.25 | M?c ??: 8.5
"The troops have trained quite a bit with the device, and the results went pretty well. As a regular at the Simulation Training, I'm sure you wouldn't want to miss out on the fun.","Binh lính đã luyện tập khá nhiều với thiết bị này, và kết quả rất khả quan. Là một tay thường xuyên tham gia Simulation Training, chắc hẳn cậu không muốn bỏ lỡ niềm vui này đâu.",C?n ti?ng Anh nghi v?n: Simulation; Training | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.25 | M?c ??: 8.5
"The battle in Norfall Barrens is over, and the Black Shores should be withdrawing... but they've asked the Midnight Rangers to monitor the area around the Port City of Guixu.","Trận chiến ở Bãi hoang Norfall đã kết thúc, Lực lượng Bờ Đen lẽ ra phải rút lui... nhưng họ lại yêu cầu Đội Tuần tra Bóng Đêm giám sát khu vực quanh Thành phố Cảng Guixu.",C?n ti?ng Anh nghi v?n: Guixu; Norfall | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.25 | M?c ??: 8.5
"A strange piano, known as the Modulation Device, plays its notes unbidden, offering fleeting glimpses of the past through sound and frequency. As you and Abby dive deeper into these reveries, a violent tremor shatters the moment…","Một cây đàn piano kỳ lạ, gọi là Thiết Bị Điều Chỉnh, tự phát ra những nốt nhạc, hé lộ thoáng qua quá khứ qua âm thanh và tần số. Khi cậu và Abby đào sâu hơn vào những hồi ức ấy, một cơn chấn động dữ dội bất ngờ xé toang khoảnh khắc...",C?n ti?ng Anh nghi v?n: Abby; piano | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.25 | M?c ??: 8.5
"Xinyi, the mayor of Hongzhen, informed you that Jinhsi had only recently departed for Mt. Firmament's peak, in search of the Sentinel. Due to the temporal distortions, what had been days to you was merely moments inside the mountain.","Xinyi, thị trưởng của Hồng Chấn, thông báo với cậu rằng Jinhsi vừa mới rời đi lên đỉnh núi Thiên Cương để tìm kiếm Sentinel. Do sự méo mó thời gian, những gì cậu trải qua trong mấy ngày chỉ là khoảnh khắc ngắn ngủi bên trong ngọn núi.",C?n ti?ng Anh nghi v?n: Jinhsi; Xinyi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.25 | M?c ??: 8.5
"At the mountain's peak, you stood by Jinhsi as she endured Jué's trial, proving the strength of human will. With your help, she stabilized and inherited the Sentinel's power, finally bringing an end to the temporal chaos on Mt. Firmament...","Trên đỉnh núi, cậu đã đứng bên Jinhsi khi cô trải qua thử thách của Jué, chứng minh sức mạnh ý chí con người. Với sự giúp đỡ của cậu, cô đã ổn định và kế thừa sức mạnh của Sentinel, cuối cùng chấm dứt hỗn loạn thời gian trên Núi Firmament...",C?n ti?ng Anh nghi v?n: Firmament; Jinhsi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.25 | M?c ??: 8.5
